g_x,g_y,g_z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-421.839,-1229.59,309.938
-538.849,760.277,-230.908
261.605,-112.676,-596.339
862.561,2889.09,-547.622
-439.087,617.283,324.102
249.647,-725.243,931.226
-286.804,357.064,917.191
-620.641,-369.003,-707.046
-19.5537,-392.503,1124.63
78.6407,-8.55781,-181.11
-578.806,242.077,352.432
113.816,-1075.96,-832.917
302.18,-702.73,-313.229
-364.871,353.629,-506.138
-423.654,1274.07,1066.85
-509.986,-17.961,-190.996
221.751,-1230.56,513.935
78.4975,-343.591,169.844
-837.609,294.757,-887.432
-548.965,-1299.17,440.097
273.248,1074.4,710.881
28.1981,-291.741,-236.375
237.571,-1356.63,631.163
-409.08,-874.577,1916.16
1457.79,-913.456,1273.3
-1096.97,-693.571,-295.01
-408.336,-441.31,287.698
404.26,159.47,2073.11
-994.207,-740.474,1775.46
3381.58,-1190.94,2.45843
-1385.93,-3441.5,-217.155
1333.08,1708.06,1915.9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
g_x,g_y,g_z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-1108.39,37.2246,-229.971
459.315,115.57,-182.513
-60.5065,192.908,-345.664
245.101,331.49,-404.542
-91.5353,184.449,-1346.63
-594.892,600.072,-933.753
355.247,-353.276,-174.956
-124.605,382.023,513.358
607.65,736.437,446.49
107.008,-297.37,-229.585
615.38,448.725,202.625
-1119.01,1596.27,1153.63
26.7368,703.77,-6.66457
-196.284,-26.2428,-16.4816
600.44,17.5884,6.76396
-399.613,-754.183,442.19
-1275.28,588.423,206.098
-521.472,-479.881,-532.68
628.345,-253.453,-430.918
-193.811,925.402,-763.196
-942.707,1365.7,1128.61
-2182.51,-691.243,-489.888
1054.69,490.326,801.122
-225.107,-1179.21,992.359
-1698.07,353.769,254.45
1554.15,946.213,-139.829
-1168.43,1871.11,321.241
-711.896,-2187.72,-165.474
-1315.23,3461.03,-1184.79
-409.946,-598.957,-183.929
-588.102,-1062.63,-1757.46
-1012.37,980.62,-543.489
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
