g_x,g_y,g_z
1.61795,0.818435,1.41686
3.4831,1.57011,2.482
4.81184,1.77279,2.18497
5.21119,1.44333,0.832004
4.04032,0.989078,-0.399891
1.8191,0.444459,-0.496932
4.1968,2.69161,3.32311
9.09654,5.16005,5.94071
12.5637,5.49812,5.26003
13.0273,4.89128,2.39493
9.91533,3.39768,-0.627592
4.29299,1.43499,-0.952015
6.28406,4.92131,4.53035
14.5093,9.24555,8.79274
20.5817,9.10548,7.87423
19.082,9.42127,4.57732
13.2856,6.69184,0.598266
5.86029,2.66778,-0.79142
6.19718,5.39,4.42066
14.5861,10.7643,9.36462
21.3243,11.8731,10.0625
19.1277,11.1295,5.85107
13.0586,7.99591,1.65556
5.88636,3.2315,-0.524962
4.28896,4.04822,2.89693
10.0619,8.85683,5.97711
14.0273,11.5799,6.88977
13.6384,10.7263,4.7492
9.08249,7.16032,1.89833
3.82103,2.90394,0.208937
1.76809,1.8478,1.13553
4.05514,4.26153,2.28063
5.56371,5.94879,2.70257
5.61112,5.72712,2.06049
3.78608,3.73465,1.05918
1.51986,1.49401,0.278087
3.41637,1.39541,3.59329
7.28887,2.35258,6.51445
9.65653,2.36764,5.51392
10.0994,2.1771,1.80739
7.75775,1.60364,-1.28585
3.61324,0.790113,-1.33728
9.03908,5.49784,8.45268
20.1271,11.2174,16.4354
25.0233,12.2687,14.9154
27.9385,8.97341,5.07384
20.6632,6.40141,-3.21629
9.03828,2.80844,-2.96593
13.8714,11.1703,11.4769
33.3808,25.6602,24.0467
40.8083,26.6209,25.1193
43.2699,22.1374,9.60499
30.4982,15.3246,-1.87255
12.6892,5.71614,-2.88601
13.5909,12.7556,10.8227
32.6994,29.2155,23.6044
46.6429,35.158,28.5957
43.5777,30.2405,11.4428
28.2523,20.0877,2.01675
12.1365,7.5969,-1.24222
8.95225,9.44165,7.09812
21.0297,22.0706,14.4031
29.4061,31.0577,16.1353
28.0869,29.6368,9.72906
17.7371,18.4155,3.27867
7.06457,7.05936,0.0261027
3.53877,4.23562,2.80906
7.99178,10.0105,5.34057
10.7582,14.7566,5.58957
10.3985,14.2817,4.15609
6.86924,9.64439,2.02212
2.64169,3.78309,0.365751
4.16638,1.20277,5.37511
8.84508,1.3197,9.93414
10.8111,0.68805,8.13137
10.104,1.47018,2.40027
7.99049,1.28868,-1.89881
3.9714,0.745503,-1.85273
10.6965,5.70874,12.7479
24.5757,11.3014,27.1418
30.5164,14.3482,26.144
29.124,10.2137,5.06831
23.1449,6.43763,-6.72
10.3476,3.21502,-4.47858
16.1316,13.3591,17.1839
39.6972,37.4384,39.4887
54.2767,59.5346,50.8765
53.7722,24.9392,8.01064
40.8126,16.9427,-8.52988
14.7682,7.15074,-5.1126
16.4523,16.7558,16.5714
42.3855,44.0159,34.9841
62.6227,64.5206,42.8072
57.8451,56.0849,13.5898
32.3937,30.797,0.175033
11.7495,10.9347,-2.45018
10.4065,12.7763,10.9612
24.2841,31.0534,22.0507
33.2685,45.0986,22.695
32.2614,45.8885,10.9343
17.3662,27.9483,2.14813
6.29069,10.7965,-0.696731
3.94537,5.58272,4.38399
8.35246,13.4571,8.1471
10.6006,20.4864,7.10388
9.56734,20.4695,4.82476
5.5229,14.8823,1.59965
2.14056,5.83635,-0.00561514
3.42705,0.831661,5.36627
7.23741,0.818946,10.3327
8.56175,-0.215147,8.70335
6.71018,-1.00548,3.05331
5.83256,0.0282436,-0.859283
2.97197,0.485508,-1.25577
8.12242,4.15814,12.4417
18.79,8.061,26.374
27.8577,13.896,27.6013
17.1916,7.12585,8.06093
14.5992,5.66672,-2.59207
6.87775,2.97767,-3.25486
11.6895,10.2211,17.2384
29.4514,28.7756,38.988
51.9054,54.5401,49.4463
39.3041,27.8746,26.0913
22.1862,19.1703,-2.04271
8.50561,7.61313,-4.70911
11.719,13.8661,17.1728
26.1436,34.8083,36.2649
23.3446,52.6584,35.7442
27.7646,51.7486,19.5739
17.1985,33.3196,1.22662
6.72383,12.3404,-2.36953
7.10665,11.5089,12.4086
14.2347,27.8807,24.6049
15.1898,40.4425,21.2213
7.35346,43.95,12.1637
3.66965,30.9222,0.482588
2.38303,11.9556,-1.37388
2.5834,5.27131,4.8578
5.00264,12.7091,8.88234
5.17972,18.575,7.71506
2.18609,20.1582,4.94509
0.445004,14.8953,1.03505
