g_x,g_y,g_z
1.60873,0.813769,1.40878
3.46324,1.56116,2.46785
4.78441,1.76269,2.17252
5.18148,1.4351,0.827261
4.01728,0.983439,-0.397612
1.80873,0.441925,-0.494099
4.17288,2.67627,3.30417
9.04468,5.13064,5.90685
12.4921,5.46677,5.23005
12.953,4.8634,2.38128
9.85881,3.37831,-0.624014
4.26852,1.42681,-0.946588
6.24824,4.89325,4.50453
14.4266,9.19284,8.74262
20.4644,9.05357,7.82934
18.9732,9.36756,4.55123
13.2098,6.65369,0.594856
5.82688,2.65257,-0.786909
6.16185,5.35927,4.39546
14.5029,10.7029,9.31123
21.2027,11.8054,10.0052
19.0186,11.066,5.81771
12.9842,7.95032,1.64612
5.85281,3.21308,-0.521969
4.26451,4.02514,2.88042
10.0045,8.80634,5.94304
13.9473,11.5139,6.85049
13.5606,10.6652,4.72213
9.03072,7.1195,1.88751
3.79925,2.88739,0.207746
1.75801,1.83727,1.12906
4.03202,4.23723,2.26763
5.53199,5.91488,2.68717
5.57913,5.69447,2.04875
3.7645,3.71336,1.05315
1.5112,1.48549,0.276502
3.3969,1.38745,3.57281
7.24732,2.33917,6.47732
9.60148,2.35415,5.48249
10.0419,2.16469,1.79709
7.71353,1.5945,-1.27852
3.59264,0.785609,-1.32966
8.98756,5.4665,8.40449
20.0124,11.1534,16.3418
24.8806,12.1988,14.8304
27.7793,8.92225,5.04492
20.5454,6.36492,-3.19796
8.98676,2.79243,-2.94902
13.7923,11.1066,11.4115
33.1905,25.514,23.9097
40.5757,26.4691,24.9761
43.0233,22.0112,9.55023
30.3244,15.2373,-1.86187
12.6169,5.68355,-2.86956
13.5134,12.6829,10.761
32.513,29.049,23.4699
46.377,34.9576,28.4327
43.3293,30.0681,11.3775
28.0913,19.9732,2.00525
12.0673,7.55359,-1.23514
8.90122,9.38783,7.05766
20.9098,21.9448,14.321
29.2384,30.8807,16.0433
27.9268,29.4678,9.6736
17.636,18.3106,3.25998
7.0243,7.01912,0.0259539
3.5186,4.21148,2.79305
7.94623,9.95345,5.31013
10.6968,14.6725,5.5577
10.3392,14.2002,4.1324
6.83008,9.58941,2.01059
2.62663,3.76152,0.363666
4.14263,1.19591,5.34446
8.79466,1.31218,9.87751
10.7495,0.684128,8.08502
10.0464,1.4618,2.38658
7.94494,1.28133,-1.88798
3.94876,0.741253,-1.84216
10.6355,5.6762,12.6752
24.4356,11.237,26.9871
30.3424,14.2664,25.995
28.958,10.1554,5.03942
23.013,6.40093,-6.68169
10.2886,3.19669,-4.45305
16.0396,13.2829,17.0859
39.4709,37.225,39.2635
53.9673,59.1952,50.5865
53.4657,24.797,7.96498
40.58,16.8462,-8.48125
14.684,7.10998,-5.08346
16.3585,16.6603,16.477
42.1439,43.765,34.7847
62.2657,64.1528,42.5632
57.5153,55.7652,13.5124
32.2091,30.6215,0.174035
11.6825,10.8724,-2.43621
10.3471,12.7034,10.8987
24.1456,30.8763,21.925
33.0789,44.8415,22.5656
32.0775,45.6269,10.872
17.2672,27.789,2.13589
6.25483,10.7349,-0.692759
3.92288,5.55089,4.359
8.30485,13.3804,8.10065
10.5401,20.3696,7.06339
9.51281,20.3528,4.79725
5.49142,14.7974,1.59053
2.12836,5.80308,-0.00558313
3.40751,0.82692,5.33568
7.19616,0.814277,10.2738
8.51294,-0.21392,8.65374
6.67192,-0.999745,3.0359
5.79931,0.0280826,-0.854385
2.95503,0.48274,-1.24862
8.07612,4.13444,12.3708
18.6829,8.01504,26.2237
27.6989,13.8168,27.444
17.0936,7.08523,8.01498
14.516,5.63442,-2.57729
6.83854,2.96069,-3.23631
11.6229,10.1628,17.1401
29.2835,28.6115,38.7658
51.6095,54.2292,49.1644
39.0801,27.7157,25.9426
22.0597,19.061,-2.03107
8.45712,7.56973,-4.68227
11.6522,13.787,17.0749
25.9946,34.6099,36.0582
23.2115,52.3583,35.5404
27.6064,51.4536,19.4623
17.1004,33.1296,1.21962
6.6855,12.27,-2.35602
7.06614,11.4433,12.3379
14.1536,27.7218,24.4646
15.1032,40.212,21.1003
7.31154,43.6995,12.0944
3.64873,30.7459,0.479837
2.36945,11.8875,-1.36605
2.56867,5.24126,4.83011
4.97413,12.6367,8.8317
5.15019,18.4691,7.67108
2.17363,20.0433,4.9169
0.442467,14.8104,1.02915
0.289981,6.10374,-0.237389
1.9736,0.607952,3.58979
4.24162,0.915083,7.35177
5.38499,0.244202,7.83287
4.87895,-0.644976,4.62303
3.38452,-0.0262073,0.990105
1.50835,0.310627,-0.322157
4.06224,2.55435,8.23971
9.32425,5.20752,17.122
13.048,5.99479,19.8031
10.9052,3.15185,12.8673
6.77412,3.9899,2.69644
2.91637,2.31321,-0.84706
4.53844,5.81165,11.5971
8.96285,13.0572,24.1917
12.4526,17.4147,24.3569
9.62696,17.0435,17.7442
5.75033,12.8965,3.59035
2.77532,5.80204,-1.26537
3.07283,7.94174,11.0418
-0.667155,18.8142,21.3319
-10.8918,29.4304,19.321
-8.27945,30.4518,12.4695
-0.0431014,21.2296,1.97328
1.53249,8.79684,-1.14263
1.72515,6.78294,7.99939
-0.515042,16.4011,15.7231
-7.04159,25.8941,15.553
-6.89821,30.2623,8.06192
-3.53275,21.2837,1.1028
-0.415427,8.54789,-0.712916
0.696032,3.36415,3.35887
0.486133,8.27913,6.3413
-1.25833,12.39,6.21984
-2.39274,14.0278,3.42807
-2.0289,10.4597,0.670625
-0.660959,4.42456,-0.207964
0.686324,0.27948,1.44735
1.50821,0.451008,3.02763
2.02391,0.269524,3.62503
2.04506,-0.0220219,2.72695
1.22457,0.142502,1.09772
0.467766,0.173469,0.126249
1.09817,0.966539,3.25152
2.10698,1.67438,6.53878
2.16198,1.65311,7.56972
2.71371,1.57199,5.89449
1.6912,1.9035,2.4666
0.672389,1.09718,0.312026
0.534797,1.975,4.46303
-0.334059,3.65282,8.35387
-2.24085,4.22926,7.9739
-1.81774,6.12823,6.05712
-0.447448,5.50526,2.70999
0.201532,2.61823,0.274997
-0.527511,2.74778,4.28814
-4.07647,6.46808,7.83945
-7.90567,9.54624,7.08657
-7.72736,10.5178,4.99821
-3.37008,8.12214,1.45088
-0.547392,3.75176,-0.191469
-0.594139,2.49394,3.06669
-3.31431,6.17501,5.80756
-6.42473,9.73784,5.77634
-6.16939,10.9615,3.32198
-3.2911,8.10287,0.841269
-0.921957,3.56896,-0.190717
-0.208884,1.30589,1.34925
-1.09081,3.278,2.5906
-2.23687,5.04965,2.66011
-2.35865,5.64555,1.50285
-1.54795,4.23768,0.369703
-0.550409,1.85689,-0.0661004
