g_x,g_y,g_z
0.571013,0.288844,0.500041
1.22926,0.554126,0.875953
1.69821,0.625659,0.771127
1.83915,0.509385,0.293633
1.42592,0.349068,-0.141131
0.642001,0.15686,-0.175379
1.48115,0.949931,1.1728
3.21038,1.8211,2.09661
4.43402,1.94041,1.85639
4.59762,1.72624,0.845225
3.49935,1.19912,-0.221492
1.51509,0.50644,-0.335988
2.21779,1.73684,1.59886
5.12068,3.26296,3.10316
7.26376,3.21353,2.779
6.73447,3.32498,1.61544
4.68878,2.3617,0.211142
2.06823,0.94152,-0.27931
2.18713,1.90225,1.56015
5.14776,3.79896,3.30499
7.52581,4.19029,3.55129
6.75059,3.92784,2.06497
4.60869,2.82194,0.584284
2.07743,1.14047,-0.185271
1.51367,1.42871,1.02239
3.55107,3.12578,2.10946
4.95056,4.08681,2.43156
4.81328,3.78556,1.6761
3.20542,2.52704,0.669964
1.34853,1.02487,0.0737386
0.623999,0.652131,0.400755
1.43115,1.50399,0.804887
1.96356,2.09946,0.953799
1.98029,2.02123,0.727195
1.33619,1.31804,0.37381
0.536393,0.52727,0.0981432
1.20571,0.49247,1.26816
2.57241,0.830278,2.2991
3.40801,0.835595,1.94599
3.56432,0.768348,0.63787
2.73789,0.565962,-0.453807
1.27519,0.278849,-0.471957
3.1901,1.94031,2.98314
7.10333,3.95886,5.80044
8.83129,4.32991,5.26399
9.86015,3.16692,1.79067
7.29253,2.2592,-1.1351
3.18982,0.991164,-1.04674
4.89552,3.94226,4.05047
11.7808,9.05608,8.48664
14.4022,9.39511,8.86517
15.2709,7.8128,3.38982
10.7635,5.40842,-0.660865
4.47832,2.01736,-1.01854
4.79653,4.50175,3.81959
11.5404,10.3108,8.33054
16.4613,12.4081,10.0921
15.3796,10.6726,4.03841
9.97089,7.0894,0.711757
4.28325,2.68112,-0.438408
3.15945,3.33217,2.50509
7.42185,7.78923,5.0832
10.3781,10.961,5.69451
9.91249,10.4595,3.43361
6.25981,6.49926,1.15712
2.49325,2.49141,0.00921225
1.24891,1.49485,0.991381
2.82048,3.53294,1.88481
3.7968,5.20794,1.97268
3.66987,5.04032,1.46678
2.42431,3.40372,0.713652
0.932314,1.33514,0.129082
1.47041,0.424485,1.897
3.12163,0.465753,3.50599
3.81548,0.242829,2.86975
3.56592,0.518862,0.847109
2.82002,0.454804,-0.670132
1.4016,0.263105,-0.653869
3.77503,2.01474,4.49901
8.67331,3.98853,9.57897
10.7699,5.06381,9.22681
10.2785,3.60463,1.78872
8.16838,2.27199,-2.37164
3.6519,1.13465,-1.58059
5.6932,4.71473,6.06458
14.01,13.2129,13.9364
19.1555,21.0111,17.9555
18.9774,8.80161,2.82714
14.4037,5.97948,-3.01039
5.21203,2.52366,-1.80435
5.80639,5.91352,5.84843
14.9588,15.5342,12.3467
22.101,22.7708,15.1076
20.4149,19.7937,4.79617
11.4325,10.869,0.0617732
4.14668,3.85911,-0.864725
3.67268,4.50903,3.86846
8.5704,10.9594,7.78219
11.7412,15.9163,8.00957
11.3858,16.1951,3.85897
6.12893,9.86358,0.758125
2.22013,3.81032,-0.245892
1.39241,1.97027,1.54721
2.94777,4.74933,2.8753
3.74118,7.23011,2.50712
3.37653,7.22416,1.70277
1.94916,5.25229,0.564553
0.755453,2.05978,-0.00198171
1.20948,0.293512,1.89388
2.55425,0.289025,3.64664
3.02164,-0.0759302,3.07161
2.36817,-0.354855,1.07758
2.05844,0.00996782,-0.303261
1.04888,0.171347,-0.443191
2.86659,1.4675,4.39097
6.63142,2.84491,9.308
9.83162,4.90421,9.74113
6.06731,2.51487,2.84489
5.1524,1.99991,-0.914799
2.42731,1.05089,-1.14872
4.12551,3.60725,6.08383
10.3941,10.1555,13.7598
18.3186,19.2485,17.4507
13.8713,9.83759,9.20823
7.83001,6.76564,-0.720921
3.00182,2.68685,-1.66195
4.1359,4.89365,6.06067
9.22668,12.2846,12.7987
8.23883,18.5844,12.6149
9.79878,18.2632,6.90807
6.06973,11.7592,0.432901
2.37299,4.3552,-0.83626
2.5081,4.06174,4.37929
5.02376,9.83973,8.68361
5.36082,14.2731,7.48947
2.5952,15.511,4.29286
1.2951,10.9131,0.170316
0.841026,4.21942,-0.484873
0.91174,1.86036,1.71443
1.76555,4.48534,3.13478
1.82804,6.55552,2.72282
0.771523,7.11429,1.74524
0.157052,5.25688,0.365294
0.102928,2.1665,-0.0842605
0.700523,0.21579,1.27418
1.50555,0.324805,2.60948
1.91138,0.0866784,2.78025
1.73176,-0.228932,1.64093
1.20132,-0.00930219,0.351434
0.535384,0.110256,-0.114348
1.44188,0.906656,2.92465
3.30961,1.84839,6.07738
4.63134,2.12783,7.02904
3.87077,1.11874,4.56722
2.40445,1.4162,0.95709
1.03516,0.821064,-0.300661
1.6109,2.06282,4.11634
3.18133,4.6346,8.58675
4.42002,6.18127,8.64538
3.41705,6.04954,6.29823
2.04106,4.57757,1.27438
0.98509,2.05941,-0.44914
1.09069,2.81889,3.91924
-0.236804,6.67802,7.57168
-3.86602,10.4462,6.8579
-2.93876,10.8087,4.42602
-0.0152987,7.53538,0.700409
0.54395,3.12241,-0.405574
0.612334,2.40758,2.83935
-0.182812,5.82151,5.58085
-2.49939,9.19101,5.52048
-2.44849,10.7415,2.86155
-1.25394,7.55459,0.391433
-0.147454,3.03404,-0.253047
0.247054,1.19409,1.19222
0.172551,2.93865,2.25082
-0.446641,4.39777,2.20771
-0.849293,4.97913,1.21678
-0.720152,3.71265,0.238036
-0.234605,1.57048,-0.073816
0.243608,0.0992005,0.513732
0.535333,0.160084,1.07465
0.718379,0.0956663,1.28669
0.725886,-0.00781658,0.967919
0.434657,0.0505804,0.38963
0.166032,0.0615721,0.0448117
0.38979,0.343069,1.15411
0.747865,0.594316,2.32091
0.767387,0.586767,2.68684
0.96322,0.557972,2.09222
0.600286,0.675639,0.875508
0.238662,0.389441,0.110752
0.189824,0.70102,1.58413
-0.118573,1.29656,2.96517
-0.795383,1.50116,2.8303
-0.6452,2.17519,2.14995
-0.15882,1.95407,0.9619
0.0715329,0.92933,0.0976092
-0.187238,0.975315,1.52206
-1.44693,2.29582,2.78258
-2.80609,3.3884,2.51535
-2.7428,3.73324,1.7741
-1.1962,2.88292,0.514985
-0.194295,1.33167,-0.0679613
-0.210887,0.885215,1.08851
-1.1764,2.1918,2.06137
-2.28043,3.45641,2.05029
-2.1898,3.89073,1.17913
-1.16816,2.87608,0.298605
-0.327245,1.26679,-0.0676943
-0.0741424,0.46352,0.478911
-0.38718,1.16351,0.919522
-0.793967,1.79235,0.944195
-0.837193,2.00387,0.533432
-0.54944,1.50415,0.131225
-0.195366,0.659096,-0.0234621
