0.00214705,-0.00104851,0.00115537
0.00515359,-0.00318222,0.00195212
0.00735562,-0.00535116,0.00125211
0.00731308,-0.00532338,-0.000403961
0.00513949,-0.00302897,-0.00126716
0.00214991,-0.000922367,-0.000842239
0.00526231,-0.00174181,0.00350233
0.0137167,-0.00616964,0.00670758
0.0212393,-0.0116033,0.00457651
0.0210202,-0.0115164,-0.00264341
0.0137738,-0.00559434,-0.00499344
0.00527376,-0.00141836,-0.00269804
0.00770083,-0.00106651,0.00585091
0.0216108,-0.00409303,0.0126033
0.0359757,-0.00817145,0.00971273
0.0363274,-0.00770106,-0.00612632
0.0218681,-0.00306096,-0.00973704
0.00769087,-0.000631347,-0.00466363
0.00783117,0.000530383,0.00574866
0.0223535,0.00309088,0.0124141
0.0369666,0.00791952,0.0100025
0.0370995,0.00790259,-0.00612812
0.0221783,0.00357752,-0.00984339
0.0077682,0.000774851,-0.00480657
0.00543461,0.00140879,0.00331847
0.0143932,0.00539947,0.00634955
0.0224027,0.0105988,0.00434622
0.0222611,0.0101781,-0.00273043
0.014269,0.00545227,-0.00534142
0.00537814,0.0014743,-0.00288036
0.00224409,0.000918002,0.00105112
0.00545855,0.00286228,0.00169602
0.00787069,0.00482244,0.000941839
0.00785489,0.00470063,-0.000607147
0.00542803,0.00284171,-0.0014668
0.00222329,0.000913678,-0.000927645
0.00423419,-0.00181485,0.00201217
0.0100142,-0.00520483,0.00338102
0.0141612,-0.00832129,0.00232846
0.0142194,-0.00807797,-0.000338853
0.0100399,-0.00475657,-0.00194486
0.00423514,-0.00153147,-0.00138442
0.010256,-0.00298748,0.00581779
0.0260481,-0.00980284,0.010977
0.0395266,-0.0173523,0.00789864
0.0397037,-0.0163423,-0.00292418
0.0261756,-0.0084322,-0.00737151
0.0102318,-0.00233874,-0.00430384
0.0148455,-0.00180447,0.00943131
0.0403507,-0.00661534,0.0196006
0.0662096,-0.0131889,0.0155763
0.066295,-0.0106284,-0.00783353
0.0405849,-0.00469348,-0.0141779
0.0147557,-0.00111516,-0.00725335
0.0149558,0.000888489,0.00919177
0.041331,0.00460738,0.0193235
0.0680623,0.0109863,0.0160032
0.0677427,0.0110994,-0.00862821
0.0410693,0.00526074,-0.0144985
0.0148939,0.00115071,-0.00741516
0.0104772,0.00236533,0.00549894
0.0271172,0.00826247,0.010167
0.0417735,0.0155125,0.00710796
0.0415733,0.0148597,-0.00384779
0.0269241,0.00818779,-0.00795986
0.0104173,0.00235976,-0.00452363
0.00439283,0.00156582,0.00183487
0.0105582,0.0045927,0.00294066
0.0151344,0.00742563,0.0017254
0.0150977,0.007262,-0.000861802
0.0104989,0.00443051,-0.00227076
0.00436414,0.0015001,-0.00150943
0.00490059,-0.00172305,0.00197178
0.0114016,-0.00462106,0.00332089
0.0159474,-0.00700864,0.00243737
0.015987,-0.0066627,7.06781e-05
0.0114135,-0.00400979,-0.00150926
0.00489178,-0.0013753,-0.00119676
0.0116751,-0.00279651,0.00534672
0.0285864,-0.00823332,0.00980628
0.0418922,-0.0133611,0.00765019
0.0419416,-0.0122161,-0.00100953
0.0285007,-0.0066753,-0.00539755
0.0115899,-0.00208081,-0.00359825
0.0167003,-0.00169914,0.00832146
0.0430349,-0.00525238,0.0165994
0.0666422,-0.00904757,0.0140501
0.0667761,-0.00732709,-0.00344519
0.0427504,-0.00366615,-0.0104269
0.0164988,-0.00108052,-0.00602536
0.0166958,0.000836063,0.00815084
0.0435015,0.00371443,0.0161327
0.0684522,0.00802434,0.0130909
0.0683966,0.00752515,-0.00512222
0.0435693,0.00324109,-0.0109373
0.0166703,0.000809419,-0.00610048
0.0118367,0.0022108,0.00505124
0.0294561,0.00691661,0.00903713
0.044074,0.0117037,0.00652793
0.0439109,0.0112882,-0.0020816
0.0293488,0.0063765,-0.00603926
0.0118254,0.00199689,-0.00378913
0.00504921,0.0014746,0.0017938
0.0119289,0.00401544,0.00290111
0.0169374,0.0061356,0.00188472
0.016886,0.00600046,-0.000398589
0.011891,0.00377758,-0.00182719
0.00503986,0.00134679,-0.00131853
0.00404988,-0.00106251,0.00132511
0.00927759,-0.00262505,0.00227524
0.0128635,-0.00373662,0.00183546
0.0128637,-0.00348886,0.000425292
0.00927741,-0.0021825,-0.000651589
0.0040437,-0.000809446,-0.000636259
0.00941242,-0.00166766,0.00332811
0.0221239,-0.00429218,0.00598869
0.0314115,-0.00626326,0.00499188
0.031462,-0.00559549,0.000727084
0.022135,-0.00337614,-0.00218922
0.00938667,-0.00121999,-0.00182552
0.0132091,-0.000951089,0.00489081
0.0318584,-0.00239933,0.00916749
0.0464265,-0.00355834,0.007886
0.0467156,-0.00276643,0.000695837
0.0319185,-0.00177987,-0.00411668
0.0131856,-0.00067846,-0.00297915
0.0132371,0.000519587,0.00478678
0.0320725,0.00187872,0.00888577
0.0471362,0.00375411,0.00744813
0.047364,0.00304812,-6.72614e-05
0.0324025,0.00129893,-0.00431637
0.0133226,0.000381273,-0.00301248
0.00953916,0.00133733,0.00311903
0.0226487,0.00362023,0.00540262
0.0324633,0.00548543,0.00412586
0.0325691,0.00521961,0.000103265
0.0227823,0.00318345,-0.0025578
0.00960164,0.00111018,-0.00193965
0.00415419,0.000903599,0.00119323
0.00961904,0.00224525,0.00195805
0.0134524,0.00321606,0.00142657
0.0134612,0.00314105,9.70992e-05
0.00963979,0.00207103,-0.000862231
0.00417193,0.000788387,-0.00071556
0.0024381,-0.000408517,0.000613353
0.00550079,-0.000902462,0.00108858
0.0075523,-0.0011768,0.000994791
0.00755315,-0.00108405,0.000451585
0.00550574,-0.00072737,-5.54861e-05
0.0024405,-0.000301898,-0.000171013
0.00552962,-0.000607519,0.00140735
0.0125406,-0.00131592,0.00251418
0.0172939,-0.00167264,0.00231378
0.0173306,-0.00150853,0.00104588
0.0125899,-0.00104401,-0.000192451
0.00555004,-0.000451581,-0.000447095
0.00762576,-0.000314213,0.00193156
0.0173685,-0.000616066,0.00345038
0.0240317,-0.000703637,0.00316836
0.0241514,-0.000623839,0.00144938
0.0175012,-0.000522939,-0.000361022
0.0076838,-0.000260157,-0.000686435
0.00765409,0.00021869,0.0018843
0.0174506,0.000584223,0.00333804
0.0241835,0.000879492,0.00302819
0.0243203,0.000718342,0.00130718
0.0176466,0.000364487,-0.000427062
0.00774544,0.000120685,-0.000704666
0.0055977,0.000511248,0.00130707
0.0127346,0.00116669,0.00227033
0.0176061,0.00155394,0.00199233
0.0176917,0.00143766,0.000793635
0.012865,0.00095294,-0.000331677
0.00566647,0.000384303,-0.000493797
0.0024878,0.000350129,0.000546845
0.00563736,0.000778608,0.000935351
0.0077677,0.00103014,0.000800045
0.00779162,0.000988088,0.000294084
0.00567964,0.000685636,-0.000148671
0.00251366,0.000286143,-0.000204986
0.000910743,-6.93328e-05,0.000163566
0.0020257,-0.000115076,0.000306736
0.00275415,-0.000111488,0.000327576
0.00275673,-9.93369e-05,0.000231067
0.00203162,-8.80671e-05,9.49169e-05
0.000914844,-5.00049e-05,1.13869e-05
0.0020221,-9.01359e-05,0.000332035
0.00445912,-0.000119632,0.000611488
0.00601784,-7.56263e-05,0.00067265
0.00603203,-7.60729e-05,0.000543174
0.00448858,-0.000104555,0.000265817
0.00204074,-7.32164e-05,4.92441e-05
0.00274649,-3.29789e-05,0.000411703
0.00600269,-1.60417e-05,0.000737368
0.00803023,3.32323e-05,0.000830738
0.00805884,3.10069e-06,0.000766402
0.00606335,-4.59936e-05,0.000426614
0.00278408,-4.39005e-05,9.27947e-05
0.00275633,4.78001e-05,0.000399182
0.00601619,7.01963e-05,0.000713488
0.0080353,3.24203e-05,0.000809741
0.00807251,1.72561e-05,0.000762218
0.00608359,2.4127e-05,0.00041767
0.00279855,1.373e-05,8.74665e-05
0.00204109,9.03996e-05,0.000305067
0.00449166,0.000138654,0.000557893
0.00605188,0.000111216,0.00061348
0.00608101,8.80483e-05,0.000496012
0.00454522,8.58201e-05,0.000238233
0.00207361,5.29955e-05,3.84241e-05
0.000923498,6.29723e-05,0.00014467
0.0020517,0.000108446,0.000267095
0.00278917,0.000111044,0.00027963
0.00280129,9.77644e-05,0.000191009
0.00207459,8.01993e-05,7.22478e-05
0.000937553,4.31953e-05,3.32204e-06
