g_x,g_y,g_z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-414.729,-285.355,694.886
301.559,264.767,-595.242
-241.386,197.884,987.916
-14.9926,1625.82,2029.63
-993.018,779.904,-478.057
635.634,357.701,-54.941
-343.168,1264.32,-166.894
-266.285,-131.048,109.671
291.011,-154.286,405.443
-240.826,-203.252,-136.591
-554.319,199.189,-220.791
145.292,-510.219,-961.709
442.074,758.109,535.292
-322.245,766.399,4.92775
215.43,-140.697,-30.9679
-456.757,577.007,655.714
-139.901,-578.041,-1494.98
-187.546,-6.18611,111.947
188.218,299.234,21.9383
813.842,2478.86,-1188.73
7.99169,-822.967,-337.374
-132.272,-12.7999,248.408
-974.112,898.428,-494.61
1068.84,-226.79,584.585
-40.5691,-1027.11,-927.064
-228.166,181.721,-404.608
165.042,-253.154,135.753
-962.631,439.853,-340.812
-1960.51,322.243,-902.155
-330.671,926.299,1735.15
2.98906,535.652,-1384.81
338.257,-1443.17,-59.2577
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
