#pos_x,#pos_y,#pos_z,#vel_x,#vel_y,#vel_z,#weight,#mass,#charge_number,#species
-0.305127,0.206785,0.325634,34.8125,8.59427,-16.2987,500000000,6.63E-26,1,40Ar+
0.469328,-0.40235,0.234099,-47.0346,9.70166,66.6859,500000000,6.63E-26,1,40Ar+
-0.38242,-0.496707,-0.191762,-37.0435,30.5285,19.0992,500000000,6.63E-26,1,40Ar+
-0.123461,-0.42785,0.0639348,-46.7305,38.4115,2.6383,500000000,6.63E-26,1,40Ar+
-0.459914,0.0834586,0.16781,-21.765,-51.5864,-37.2179,500000000,6.63E-26,1,40Ar+
-0.15163,-0.402262,0.457089,19.7483,23.8639,19.758,500000000,6.63E-26,1,40Ar+
-0.14321,0.367184,-0.472489,-41.1369,9.88209,-50.7086,500000000,6.63E-26,1,40Ar+
-0.0196413,-0.0731574,-0.11221,6.43143,-0.869574,-25.6278,500000000,6.63E-26,1,40Ar+
0.0431906,-0.167206,0.206222,25.0625,-21.4977,21.1532,500000000,6.63E-26,1,40Ar+
-0.334716,-0.297311,0.373809,16.8115,-5.80253,7.25386,500000000,6.63E-26,1,40Ar+
0.43047,-0.153448,-0.492449,11.6078,-21.7216,-54.2475,500000000,6.63E-26,1,40Ar+
0.154784,-0.488891,0.059012,-5.51816,4.21475,-19.6469,500000000,6.63E-26,1,40Ar+
0.0790852,-0.480779,0.437423,-12.5712,-48.5226,-24.2919,500000000,6.63E-26,1,40Ar+
-0.00229275,0.242654,0.256772,7.10999,4.14685,5.83064,500000000,6.63E-26,1,40Ar+
-0.179775,0.0182982,-0.163221,71.4932,-22.4509,41.0135,500000000,6.63E-26,1,40Ar+
0.316548,-0.201895,-0.331613,0.178938,4.38635,-22.8142,500000000,6.63E-26,1,40Ar+
-0.408532,-0.314604,-0.413748,-8.59329,-63.4517,27.549,500000000,6.63E-26,1,40Ar+
0.294591,0.0170602,0.183178,0.573732,-25.0343,-9.41593,500000000,6.63E-26,1,40Ar+
0.0572036,-0.248452,0.0308108,-18.0617,41.5691,17.9376,500000000,6.63E-26,1,40Ar+
-0.0159234,-0.266505,-0.424597,25.3073,-7.12173,-34.3107,500000000,6.63E-26,1,40Ar+
-0.293641,0.367557,0.24016,-26.0578,-4.05353,18.6776,500000000,6.63E-26,1,40Ar+
-0.332171,0.00690912,-0.171243,24.1029,-5.48524,57.1631,500000000,6.63E-26,1,40Ar+
-0.328543,0.424789,0.469011,-42.3247,72.0742,-53.0869,500000000,6.63E-26,1,40Ar+
-0.41524,0.47852,0.305376,-47.9715,-25.5743,-6.49934,500000000,6.63E-26,1,40Ar+
0.432452,0.199208,0.3266,-4.52313,-31.1136,7.0131,500000000,6.63E-26,1,40Ar+
0.321197,-0.133957,0.0265946,3.52671,-33.4998,13.5165,500000000,6.63E-26,1,40Ar+
-0.194827,-0.410249,-0.20811,-90.4461,-23.4203,-73.5776,500000000,6.63E-26,1,40Ar+
0.42842,0.333767,-0.276954,12.8507,-23.2765,-8.93392,500000000,6.63E-26,1,40Ar+
-0.407912,-0.367006,0.347206,13.1812,52.2999,5.04289,500000000,6.63E-26,1,40Ar+
-0.277332,0.16564,-0.355507,25.2843,-22.3086,44.0329,500000000,6.63E-26,1,40Ar+
-0.0359127,0.462017,-0.382407,-28.7048,50.667,-61.6618,500000000,6.63E-26,1,40Ar+
-0.185894,0.175188,0.0782453,-43.9389,16.9311,1.8341,500000000,6.63E-26,1,40Ar+
0.0761368,-0.00173624,-0.0292173,19.1802,-12.0202,27.9322,500000000,6.63E-26,1,40Ar+
-0.0450521,-0.28933,-0.112359,3.59759,-7.22149,9.85094,500000000,6.63E-26,1,40Ar+
-0.357814,-0.0708894,-0.144103,-75.3656,-27.2122,-60.1912,500000000,6.63E-26,1,40Ar+
-0.154754,0.220474,-0.284681,26.7408,-20.4197,-27.3317,500000000,6.63E-26,1,40Ar+
0.174396,0.0462576,0.257866,-10.8438,7.08252,60.4659,500000000,6.63E-26,1,40Ar+
-0.228667,0.144075,0.116025,11.8858,-32.8339,21.4796,500000000,6.63E-26,1,40Ar+
0.463753,0.368369,-0.363556,1.49755,-36.558,-39.7003,500000000,6.63E-26,1,40Ar+
-0.293464,0.063073,0.396323,14.4081,-17.7783,-26.8929,500000000,6.63E-26,1,40Ar+
0.109202,-0.37466,-0.165148,-32.0559,24.7241,-11.5741,500000000,6.63E-26,1,40Ar+
-0.328433,-0.0755376,0.177665,20.9039,11.3888,-2.93187,500000000,6.63E-26,1,40Ar+
-0.485131,0.442868,0.454711,22.0404,13.2564,-19.5217,500000000,6.63E-26,1,40Ar+
-0.27142,-0.283346,-0.0379825,53.262,-30.2516,50.755,500000000,6.63E-26,1,40Ar+
0.213072,-0.166238,0.375389,20.2519,14.5812,-11.5176,500000000,6.63E-26,1,40Ar+
-0.200821,-0.068067,-0.252809,-64.067,8.00054,34.4753,500000000,6.63E-26,1,40Ar+
-0.129026,-0.0291751,-0.262816,-33.9587,20.0243,-73.1186,500000000,6.63E-26,1,40Ar+
-0.148252,-0.241414,0.435622,-68.7215,-20.684,31.9736,500000000,6.63E-26,1,40Ar+
0.282844,-0.0637723,0.179752,-84.0643,-17.6709,12.4837,500000000,6.63E-26,1,40Ar+
-0.0819386,-0.236448,-0.250755,-16.3408,32.2412,14.2228,500000000,6.63E-26,1,40Ar+
-0.416597,0.444613,-0.323817,-16.4601,-10.6866,-30.5493,500000000,6.63E-26,1,40Ar+
-0.414876,0.147385,-0.144022,26.6306,1.44351,12.8123,500000000,6.63E-26,1,40Ar+
0.0740448,0.440511,0.100826,60.9437,33.5693,28.676,500000000,6.63E-26,1,40Ar+
0.488548,-0.106543,-0.316424,28.0689,5.33885,-8.01364,500000000,6.63E-26,1,40Ar+
-0.0728392,-0.2899,-0.247062,-15.7715,-37.402,-38.8024,500000000,6.63E-26,1,40Ar+
0.122563,-0.338082,-0.413761,13.2119,10.0826,-69.9556,500000000,6.63E-26,1,40Ar+
-0.207261,-0.46447,-0.378411,1.92015,-34.9687,-31.6731,500000000,6.63E-26,1,40Ar+
-0.0876151,-0.444693,0.438026,-63.0889,-14.3716,-9.18365,500000000,6.63E-26,1,40Ar+
-0.339721,-0.446904,0.224454,-15.1501,30.8608,47.1603,500000000,6.63E-26,1,40Ar+
-0.446418,-0.32103,0.220231,-4.74732,18.1353,22.2588,500000000,6.63E-26,1,40Ar+
-0.0834004,0.166064,0.409381,11.1166,5.66936,37.6482,500000000,6.63E-26,1,40Ar+
0.265395,-0.0821361,0.059684,35.6377,-10.9707,-13.9045,500000000,6.63E-26,1,40Ar+
-0.346092,0.299527,-0.318029,28.7739,-77.8389,-37.1317,500000000,6.63E-26,1,40Ar+
-0.197378,0.151878,-0.0633015,10.1344,47.0801,64.4311,500000000,6.63E-26,1,40Ar+
0.277485,-0.152761,0.0662035,1.91844,71.3429,-24.6154,500000000,6.63E-26,1,40Ar+
-0.386308,-0.100411,-0.16155,-39.4188,66.2745,4.42836,500000000,6.63E-26,1,40Ar+
0.434552,0.362872,-0.335115,-7.00448,24.876,-21.3138,500000000,6.63E-26,1,40Ar+
0.0457373,-0.18602,-0.130668,-18.8649,-25.8002,49.1105,500000000,6.63E-26,1,40Ar+
-0.191756,0.161767,-0.234833,0.750329,36.9999,-14.6548,500000000,6.63E-26,1,40Ar+
-0.128851,-0.355838,0.334,49.4014,-19.3175,43.0123,500000000,6.63E-26,1,40Ar+
0.447185,-0.146085,-0.474658,-47.3127,-27.5864,-29.6172,500000000,6.63E-26,1,40Ar+
-0.263706,-0.390843,-0.280704,1.39412,6.33347,0.268001,500000000,6.63E-26,1,40Ar+
0.281765,0.261465,-0.410309,13.3373,-1.5851,-28.5388,500000000,6.63E-26,1,40Ar+
0.0171763,-0.0816335,-0.263493,-23.6639,14.416,28.6963,500000000,6.63E-26,1,40Ar+
0.397373,-0.0294045,-0.0475409,-41.6137,-17.0917,-0.874272,500000000,6.63E-26,1,40Ar+
-0.451642,0.378766,-0.330967,-15.6696,55.0588,84.8255,500000000,6.63E-26,1,40Ar+
-0.215701,-0.387615,0.0896359,-11.8484,-0.635096,-18.1394,500000000,6.63E-26,1,40Ar+
-0.0557856,-0.334806,-0.0762243,12.9819,5.69659,43.9058,500000000,6.63E-26,1,40Ar+
0.470727,0.419646,0.0445536,-11.2023,20.6254,24.355,500000000,6.63E-26,1,40Ar+
0.0293319,-0.189446,-0.0821033,-23.7215,22.1894,-38.293,500000000,6.63E-26,1,40Ar+
-0.474721,0.161259,0.36104,-34.1148,65.2946,3.71465,500000000,6.63E-26,1,40Ar+
0.21744,0.165125,-0.11414,23.5815,-47.0054,10.9305,500000000,6.63E-26,1,40Ar+
-0.448,-0.218401,-0.34402,30.1089,9.15188,-19.6913,500000000,6.63E-26,1,40Ar+
-0.236759,-0.32969,-0.372662,35.9465,0.543592,13.4242,500000000,6.63E-26,1,40Ar+
0.183546,0.203568,-0.163825,34.7287,34.465,14.0582,500000000,6.63E-26,1,40Ar+
-0.0741667,-0.155904,0.232667,-4.55631,17.59,-10.1386,500000000,6.63E-26,1,40Ar+
0.0963866,-0.338193,0.443486,6.00703,33.1075,57.1321,500000000,6.63E-26,1,40Ar+
-0.0352314,0.45344,-0.0646951,23.8757,-19.487,20.8276,500000000,6.63E-26,1,40Ar+
0.127714,0.0180676,0.173261,-5.23602,17.9729,50.9089,500000000,6.63E-26,1,40Ar+
-0.473734,0.0149573,-0.378705,10.1036,-18.0569,-47.7392,500000000,6.63E-26,1,40Ar+
-0.392269,0.185817,0.165751,-0.435752,-21.93,15.8637,500000000,6.63E-26,1,40Ar+
-0.461875,0.0183656,0.281663,-62.4168,33.961,8.59984,500000000,6.63E-26,1,40Ar+
0.0708451,0.0295822,0.293132,-30.8715,-34.375,30.3878,500000000,6.63E-26,1,40Ar+
0.221764,-0.433956,-0.0894145,32.4953,22.7058,-43.2327,500000000,6.63E-26,1,40Ar+
-0.151761,0.336018,-0.392487,11.4647,2.20283,-1.76618,500000000,6.63E-26,1,40Ar+
-0.413442,-0.0276604,-0.208504,13.2215,19.1876,-43.8805,500000000,6.63E-26,1,40Ar+
-0.442893,-0.120179,-0.0426204,-7.65308,-5.64426,2.56181,500000000,6.63E-26,1,40Ar+
-0.132162,-0.331079,-0.39647,6.97226,-44.953,-15.8736,500000000,6.63E-26,1,40Ar+
-0.431115,0.453878,-0.044552,28.5246,11.9548,-17.8914,500000000,6.63E-26,1,40Ar+
0.136955,-0.405315,-0.236065,57.2598,6.89133,16.1872,500000000,6.63E-26,1,40Ar+
0.423007,0.156587,-0.117569,-16.1822,-36.1991,-0.743837,500000000,6.63E-26,1,40Ar+
0.464464,0.331802,0.0200861,42.4688,-4.0282,-35.1167,500000000,6.63E-26,1,40Ar+
0.450434,0.310555,-0.235927,12.848,-6.42296,-1.39114,500000000,6.63E-26,1,40Ar+
0.341623,-0.279209,-0.110184,24.6725,4.77223,-27.3923,500000000,6.63E-26,1,40Ar+
0.477505,-0.0627937,0.063172,3.22533,36.6722,7.474,500000000,6.63E-26,1,40Ar+
0.251179,-0.0107654,0.186027,12.6483,11.084,7.63431,500000000,6.63E-26,1,40Ar+
0.104229,-0.00888098,0.35044,-28.7147,-34.1258,-32.2846,500000000,6.63E-26,1,40Ar+
0.290869,0.422491,-0.0966811,47.6476,-13.0903,-61.814,500000000,6.63E-26,1,40Ar+
0.325362,0.222035,-0.0799357,35.3586,-16.2238,29.4199,500000000,6.63E-26,1,40Ar+
0.347519,-0.193149,0.497391,0.467276,-23.7928,-22.3921,500000000,6.63E-26,1,40Ar+
-0.432948,-0.464608,0.284757,12.8265,22.7213,-20.1235,500000000,6.63E-26,1,40Ar+
-0.485999,0.234408,-0.389106,74.8168,10.2645,3.77643,500000000,6.63E-26,1,40Ar+
-0.230874,-0.31642,-0.0628966,11.0808,11.3378,20.5422,500000000,6.63E-26,1,40Ar+
0.0692559,-0.377067,0.419257,-27.9488,27.1332,-28.563,500000000,6.63E-26,1,40Ar+
-0.367408,-0.0180366,0.366461,25.2518,-46.0056,14.0362,500000000,6.63E-26,1,40Ar+
0.0531898,0.0173214,-0.188851,52.2158,-39.6505,33.121,500000000,6.63E-26,1,40Ar+
0.303188,-0.211732,-0.108189,26.6078,5.01061,22.0063,500000000,6.63E-26,1,40Ar+
-0.197241,-0.119841,-0.234868,6.16771,-27.1935,14.3062,500000000,6.63E-26,1,40Ar+
0.225263,-0.140262,0.283822,4.67626,57.7247,-5.76849,500000000,6.63E-26,1,40Ar+
-0.110467,0.0827849,0.394713,10.252,41.8526,30.0028,500000000,6.63E-26,1,40Ar+
0.389539,-0.46925,0.242056,-24.9223,-54.9518,-52.2051,500000000,6.63E-26,1,40Ar+
-0.310664,-0.466785,0.146898,19.9723,31.0269,2.4049,500000000,6.63E-26,1,40Ar+
-0.0341329,-0.15941,-0.479371,24.689,-1.11024,-64.0491,500000000,6.63E-26,1,40Ar+
-0.122197,-0.306993,-0.159029,45.1599,-74.9759,-8.26518,500000000,6.63E-26,1,40Ar+
-0.498484,-0.484109,-0.349571,40.8718,11.234,7.32276,500000000,6.63E-26,1,40Ar+
0.489251,0.240805,-0.468875,-69.9441,54.4092,32.8671,500000000,6.63E-26,1,40Ar+
-0.049362,-0.182209,0.201847,-39.7239,-1.41426,20.873,500000000,6.63E-26,1,40Ar+
0.0196625,0.25001,0.18597,-17.8039,7.68087,33.0935,500000000,6.63E-26,1,40Ar+
0.440636,-0.231301,0.305313,-51.4104,53.3334,43.4509,500000000,6.63E-26,1,40Ar+
0.29547,-0.309281,0.261673,-13.76,-44.7241,-13.0824,500000000,6.63E-26,1,40Ar+
0.337107,-0.470572,0.426056,-5.78991,-9.30769,-29.5725,500000000,6.63E-26,1,40Ar+
0.401276,-0.325208,0.211451,-46.1733,-16.6209,1.93366,500000000,6.63E-26,1,40Ar+
-0.410942,-0.43524,0.161843,-79.9423,19.7348,9.2685,500000000,6.63E-26,1,40Ar+
-0.147736,-0.417666,-0.0898364,-7.72087,-16.5141,-77.3188,500000000,6.63E-26,1,40Ar+
0.141031,-0.419426,-0.0423867,-6.38625,-28.1099,-24.3613,500000000,6.63E-26,1,40Ar+
-0.188132,-0.102139,-0.492074,-19.4604,-7.28597,-33.7705,500000000,6.63E-26,1,40Ar+
0.181006,0.299905,-0.336581,-2.46388,67.8739,53.3041,500000000,6.63E-26,1,40Ar+
0.169182,0.341201,-0.191486,-70.9552,-10.0685,-13.9613,500000000,6.63E-26,1,40Ar+
-0.0161928,0.175984,0.475488,52.3993,-25.1104,37.7394,500000000,6.63E-26,1,40Ar+
-0.0232303,0.356957,0.411028,-6.47915,-30.1348,43.45,500000000,6.63E-26,1,40Ar+
-0.377217,0.0304046,0.160537,4.85448,-36.4164,-53.9175,500000000,6.63E-26,1,40Ar+
-0.434991,-0.297026,-0.146007,-49.7327,8.61395,43.1969,500000000,6.63E-26,1,40Ar+
0.332217,-0.0584762,-0.0270336,2.38966,2.40205,-4.72327,500000000,6.63E-26,1,40Ar+
-0.0177901,0.409406,-0.498641,2.35115,-15.5027,35.4608,500000000,6.63E-26,1,40Ar+
0.217657,0.0957735,0.378533,-37.4369,-9.37345,-88.757,500000000,6.63E-26,1,40Ar+
-0.437826,0.364569,0.112022,-39.1167,-61.6015,-27.9172,500000000,6.63E-26,1,40Ar+
0.440625,0.310777,-0.268962,35.3254,-32.9715,30.0011,500000000,6.63E-26,1,40Ar+
0.22095,-0.230387,-0.105521,-7.39776,-7.23923,-27.7833,500000000,6.63E-26,1,40Ar+
-0.293852,0.152149,0.483519,20.879,-4.63491,10.3573,500000000,6.63E-26,1,40Ar+
-0.3017,0.39723,0.0658735,-17.7498,57.4444,58.3754,500000000,6.63E-26,1,40Ar+
-0.350569,-0.41322,0.349663,-38.9563,-23.3188,-2.3311,500000000,6.63E-26,1,40Ar+
-0.426218,-0.487263,0.337793,22.0246,-4.0835,11.0425,500000000,6.63E-26,1,40Ar+
0.145817,-0.412213,-0.0701185,33.0334,30.6845,29.7647,500000000,6.63E-26,1,40Ar+
0.327163,-0.324122,-0.10854,24.7555,55.6915,-2.17016,500000000,6.63E-26,1,40Ar+
-0.462843,0.0506813,0.339587,35.6769,-38.6122,14.5248,500000000,6.63E-26,1,40Ar+
0.25313,0.448987,-0.455842,8.57503,-44.8902,-30.4034,500000000,6.63E-26,1,40Ar+
-0.179801,-0.45449,-0.120867,18.9264,-2.84785,24.2592,500000000,6.63E-26,1,40Ar+
0.456979,-0.337371,-0.189858,10.2501,-83.1643,19.976,500000000,6.63E-26,1,40Ar+
-0.125737,-0.146011,-0.0622456,0.709735,29.3042,16.2693,500000000,6.63E-26,1,40Ar+
0.164289,-0.215013,-0.181546,-25.218,43.8902,-15.3726,500000000,6.63E-26,1,40Ar+
0.0364971,0.0882468,-0.185681,11.4389,19.7262,23.8388,500000000,6.63E-26,1,40Ar+
-0.126227,0.491302,0.274622,36.28,23.4494,34.342,500000000,6.63E-26,1,40Ar+
-0.284215,-0.229496,-0.0236501,43.5126,-2.35573,25.0406,500000000,6.63E-26,1,40Ar+
0.2806,-0.426568,0.331186,-24.1574,-12.3676,-34.1768,500000000,6.63E-26,1,40Ar+
-0.4717,0.459343,0.00305224,4.65123,24.5743,-10.7123,500000000,6.63E-26,1,40Ar+
0.0218571,-0.232456,0.128689,4.59415,-58.9731,-2.40276,500000000,6.63E-26,1,40Ar+
0.292717,0.0712077,0.26513,-11.5328,-5.42241,13.7514,500000000,6.63E-26,1,40Ar+
0.116903,0.179752,-0.345288,0.758993,-6.98417,4.27464,500000000,6.63E-26,1,40Ar+
-0.214444,-0.335079,0.167171,-26.6893,9.43407,-49.5434,500000000,6.63E-26,1,40Ar+
0.441231,0.370927,-0.337229,35.156,-24.5995,-10.6769,500000000,6.63E-26,1,40Ar+
0.487942,0.388511,0.045415,37.7369,-71.5723,7.91949,500000000,6.63E-26,1,40Ar+
0.0684087,0.30871,-0.259427,48.2222,10.8741,-42.6108,500000000,6.63E-26,1,40Ar+
0.173467,-0.190137,-0.00262412,20.7073,-30.8501,-5.79565,500000000,6.63E-26,1,40Ar+
-0.44032,-0.365094,-0.276753,32.1246,42.1102,-8.14436,500000000,6.63E-26,1,40Ar+
0.312368,0.0753492,-0.301109,12.1925,-48.9748,26.6704,500000000,6.63E-26,1,40Ar+
0.15332,-0.361752,0.269751,-17.9384,-60.5986,-5.93475,500000000,6.63E-26,1,40Ar+
0.404699,-0.0378878,-0.187674,-28.0216,-22.8735,-20.399,500000000,6.63E-26,1,40Ar+
0.0703164,0.120385,-0.472633,-57.0655,37.5576,13.3477,500000000,6.63E-26,1,40Ar+
-0.0928161,-0.45267,0.41414,22.9963,26.2852,-15.5102,500000000,6.63E-26,1,40Ar+
-0.272495,0.448388,0.409006,30.01,26.855,-60.3436,500000000,6.63E-26,1,40Ar+
-0.144014,-0.196884,0.038707,-10.8899,-57.2016,94.6712,500000000,6.63E-26,1,40Ar+
0.287507,0.461299,0.260498,-31.831,18.0084,-11.4351,500000000,6.63E-26,1,40Ar+
-0.479149,-0.213139,0.0630768,-15.9672,14.8801,-42.5655,500000000,6.63E-26,1,40Ar+
0.158442,0.0930854,-0.0165663,-0.102326,15.0492,10.5629,500000000,6.63E-26,1,40Ar+
0.482685,-0.306207,0.0475252,52.8303,0.155708,6.09681,500000000,6.63E-26,1,40Ar+
-0.408621,0.413793,0.26685,9.0343,12.4617,48.1005,500000000,6.63E-26,1,40Ar+
-0.037502,0.0910597,0.321979,17.5081,18.5211,-42.3587,500000000,6.63E-26,1,40Ar+
-0.131207,-0.183426,0.165642,28.154,-3.24669,-25.4312,500000000,6.63E-26,1,40Ar+
-0.270286,-0.403181,0.198741,-10.0026,43.1147,20.4056,500000000,6.63E-26,1,40Ar+
-0.150607,-0.0244934,0.0580394,-41.4659,30.5918,26.1141,500000000,6.63E-26,1,40Ar+
-0.0905978,-0.263425,-0.47087,-29.8189,-32.9183,-25.2337,500000000,6.63E-26,1,40Ar+
0.425387,-0.47453,-0.26269,-41.5986,-90.3529,-5.98844,500000000,6.63E-26,1,40Ar+
0.419517,-0.107531,-0.432587,-17.7424,-5.56397,12.4623,500000000,6.63E-26,1,40Ar+
-0.23591,0.273932,-0.418178,13.1636,-57.1985,-35.5702,500000000,6.63E-26,1,40Ar+
-0.428446,0.328899,0.205663,10.0879,-28.2179,3.55053,500000000,6.63E-26,1,40Ar+
0.0883735,-0.320074,0.162465,-14.0442,20.1468,31.7177,500000000,6.63E-26,1,40Ar+
0.174902,0.171698,0.321147,-28.7264,-73.7359,21.9667,500000000,6.63E-26,1,40Ar+
-0.337982,0.258813,-0.407537,-43.2935,58.0389,-31.9735,500000000,6.63E-26,1,40Ar+
-0.499347,0.246755,-0.168018,-15.5767,-13.5116,28.9024,500000000,6.63E-26,1,40Ar+
0.165106,-0.423343,-0.264608,32.4064,-25.8453,11.5498,500000000,6.63E-26,1,40Ar+
0.160996,0.36554,0.469251,4.19746,39.3806,-6.53772,500000000,6.63E-26,1,40Ar+
-0.0692544,-0.223031,0.412868,10.6339,54.2704,-4.01069,500000000,6.63E-26,1,40Ar+
-0.372268,-0.177695,-0.230403,-4.66898,36.9724,22.9482,500000000,6.63E-26,1,40Ar+
-0.475076,-0.37026,0.452498,14.4865,19.4888,-86.9672,500000000,6.63E-26,1,40Ar+
0.203702,0.195515,-0.205256,20.1462,36.795,40.029,500000000,6.63E-26,1,40Ar+
-0.182112,0.380713,0.405463,-63.4101,-11.4781,66.6902,500000000,6.63E-26,1,40Ar+
-0.475976,0.280793,-0.0534582,14.5365,59.1472,-8.09769,500000000,6.63E-26,1,40Ar+
0.233216,-0.412685,0.124512,36.3059,-64.478,-40.6147,500000000,6.63E-26,1,40Ar+
0.353633,-0.0414777,-0.42206,-12.2966,-5.44877,19.2895,500000000,6.63E-26,1,40Ar+
-0.267868,0.0763653,-0.09268,-1.67843,-34.6442,-59.5973,500000000,6.63E-26,1,40Ar+
-0.443186,0.1907,0.0435855,-40.212,-20.6727,-26.7488,500000000,6.63E-26,1,40Ar+
-0.213641,-0.237998,-0.0201974,-20.0721,92.3823,13.9179,500000000,6.63E-26,1,40Ar+
-0.0123688,-0.495655,-0.076822,-16.5326,10.8411,-12.4289,500000000,6.63E-26,1,40Ar+
0.49666,0.0807652,0.450448,18.8216,13.9019,-7.57067,500000000,6.63E-26,1,40Ar+
-0.0234508,-0.342619,-0.0901804,49.5691,0.935733,10.6833,500000000,6.63E-26,1,40Ar+
0.453942,0.0727038,0.201019,55.6911,19.527,-0.945786,500000000,6.63E-26,1,40Ar+
0.180633,0.0708759,-0.19931,-47.0189,-24.6032,29.603,500000000,6.63E-26,1,40Ar+
-0.377729,0.30264,0.0896041,-15.2338,-4.60714,9.38933,500000000,6.63E-26,1,40Ar+
0.378701,-0.426358,0.294339,-60.8512,35.0203,-3.9291,500000000,6.63E-26,1,40Ar+
0.468173,-0.00499223,0.36087,-14.8673,-22.152,-27.904,500000000,6.63E-26,1,40Ar+
0.0228043,-0.154654,0.463781,7.5249,-42.9328,14.9885,500000000,6.63E-26,1,40Ar+
-0.132254,0.280362,0.386527,20.7169,-11.9162,25.8163,500000000,6.63E-26,1,40Ar+
0.48403,0.344118,0.0226423,9.65182,44.6386,6.35023,500000000,6.63E-26,1,40Ar+
0.241299,0.207439,0.341232,-19.0935,-18.3284,1.77226,500000000,6.63E-26,1,40Ar+
0.123191,0.26857,-0.439294,-24.7252,-40.0479,14.7325,500000000,6.63E-26,1,40Ar+
0.196903,0.188365,0.17092,42.761,9.87542,-24.8066,500000000,6.63E-26,1,40Ar+
0.242,-0.219318,-0.40291,-58.8381,19.7317,-11.2634,500000000,6.63E-26,1,40Ar+
-0.414574,-0.147974,-0.00647286,4.01959,7.54066,-14.7646,500000000,6.63E-26,1,40Ar+
-0.453373,0.024702,0.264566,54.7304,-5.50524,8.90796,500000000,6.63E-26,1,40Ar+
-0.354273,0.328521,0.299901,-3.05069,26.756,4.32893,500000000,6.63E-26,1,40Ar+
-0.0748647,0.303295,0.400482,-70.3882,-2.67986,-69.6594,500000000,6.63E-26,1,40Ar+
0.126652,0.309762,0.403624,-5.5202,41.2992,-24.6323,500000000,6.63E-26,1,40Ar+
0.437241,0.463718,-0.390224,14.9249,22.1342,-21.9981,500000000,6.63E-26,1,40Ar+
-0.090494,0.385682,0.114343,39.1771,-47.607,-26.3948,500000000,6.63E-26,1,40Ar+
-0.196548,0.0150404,0.226306,39.9052,-21.8978,1.50041,500000000,6.63E-26,1,40Ar+
-0.427416,-0.220344,-0.247407,23.4762,8.69338,-0.343962,500000000,6.63E-26,1,40Ar+
0.345414,0.212325,0.195598,56.9872,-23.55,-19.4114,500000000,6.63E-26,1,40Ar+
0.393121,-0.25839,-0.322952,1.92577,-82.6031,33.0668,500000000,6.63E-26,1,40Ar+
-0.0221113,0.214264,0.492224,-19.9471,18.1261,-52.9164,500000000,6.63E-26,1,40Ar+
-0.438723,-0.0381747,0.0546256,48.3788,-11.7572,6.24687,500000000,6.63E-26,1,40Ar+
-0.168745,-0.229571,-0.440679,26.2498,21.8456,-23.0149,500000000,6.63E-26,1,40Ar+
-0.244154,-0.182601,0.393848,-34.9291,-56.8514,-8.64493,500000000,6.63E-26,1,40Ar+
-0.163261,0.154978,0.114326,50.3135,17.9294,-30.3892,500000000,6.63E-26,1,40Ar+
-0.163586,-0.183001,-0.155584,2.29029,-22.4547,-55.8144,500000000,6.63E-26,1,40Ar+
-0.302522,-0.154734,-0.267291,14.7499,-100.423,6.72367,500000000,6.63E-26,1,40Ar+
-0.199177,-0.102154,0.340575,-2.27468,-28.7939,-53.3559,500000000,6.63E-26,1,40Ar+
0.285591,-0.138969,0.0879228,42.14,-14.4219,-42.0058,500000000,6.63E-26,1,40Ar+
-0.101906,-0.282179,-0.0831967,-31.1242,52.1686,5.0285,500000000,6.63E-26,1,40Ar+
0.245213,0.18788,-0.346714,27.2455,-34.3281,-73.6077,500000000,6.63E-26,1,40Ar+
0.107468,0.405337,-0.452252,11.7236,13.7615,53.4309,500000000,6.63E-26,1,40Ar+
-0.131541,-0.377557,-0.394274,27.6425,-37.2654,-8.78265,500000000,6.63E-26,1,40Ar+
-0.0489745,-0.206539,-0.288512,29.5399,-42.3033,-1.54379,500000000,6.63E-26,1,40Ar+
-0.0281202,0.398793,-0.0714851,-1.70657,-74.4111,-25.9018,500000000,6.63E-26,1,40Ar+
-0.440803,0.277369,0.45634,39.379,-64.0359,-14.2299,500000000,6.63E-26,1,40Ar+
-0.479102,-0.498728,-0.490548,-48.7349,39.9883,30.9389,500000000,6.63E-26,1,40Ar+
-0.0583581,-0.368603,-0.0962896,-42.1204,19.9962,49.6829,500000000,6.63E-26,1,40Ar+
-0.0450642,0.437969,0.147805,-29.2679,12.4607,-49.1576,500000000,6.63E-26,1,40Ar+
0.160691,-0.35729,-0.322633,-25.3068,-69.9452,-1.05402,500000000,6.63E-26,1,40Ar+
0.303157,-0.412215,-0.186574,65.1436,48.7333,14.0165,500000000,6.63E-26,1,40Ar+
-0.483233,-0.0793739,-0.464168,6.96179,5.8584,39.456,500000000,6.63E-26,1,40Ar+
-0.0835628,0.325073,-0.221465,-16.2245,11.7021,28.6709,500000000,6.63E-26,1,40Ar+
-0.265377,0.182977,0.0236469,-17.0622,36.7904,0.916476,500000000,6.63E-26,1,40Ar+
0.410794,-0.447083,-0.330565,-1.9855,74.1666,34.1531,500000000,6.63E-26,1,40Ar+
0.313338,-0.247347,0.17194,19.3552,-28.5086,-5.69177,500000000,6.63E-26,1,40Ar+
0.435033,-0.227964,-0.498437,37.7882,38.8221,18.698,500000000,6.63E-26,1,40Ar+
0.433003,0.26683,0.0138747,-25.8462,16.002,12.1404,500000000,6.63E-26,1,40Ar+
