#pos_x,#pos_y,#pos_z,#vel_x,#vel_y,#vel_z,#weight,#mass,#charge_number,#species
-0.237386,-0.0850319,0.354909,15.967,77.5659,-6.45785,500000000,6.63E-26,1,40Ar+
-0.186958,0.240593,-0.256849,7.92282,36.1651,20.3229,500000000,6.63E-26,1,40Ar+
-0.101804,0.049037,-0.179042,9.89181,-7.00467,7.48037,500000000,6.63E-26,1,40Ar+
-0.200484,-0.421361,0.289732,15.3812,-18.0703,-46.9905,500000000,6.63E-26,1,40Ar+
-0.181002,0.125969,0.0540066,-20.6357,26.4585,20.2293,500000000,6.63E-26,1,40Ar+
0.421177,0.1895,0.186528,-31.5893,32.385,-43.165,500000000,6.63E-26,1,40Ar+
0.258485,-0.0339372,0.018526,28.2018,-13.1429,-20.2473,500000000,6.63E-26,1,40Ar+
0.202004,-0.392919,-0.352332,-24.7869,40.5323,5.61225,500000000,6.63E-26,1,40Ar+
-0.0451293,-0.355276,-0.0338254,11.6714,-4.73849,43.7877,500000000,6.63E-26,1,40Ar+
0.14081,-0.231626,-0.404838,27.4126,-4.54939,-19.3794,500000000,6.63E-26,1,40Ar+
-0.343521,-0.399756,0.0579486,1.2893,3.68751,27.7245,500000000,6.63E-26,1,40Ar+
-0.443978,-0.361728,-0.122935,-29.2845,-13.353,-0.280928,500000000,6.63E-26,1,40Ar+
0.264883,0.0740708,0.0887634,2.51731,14.4307,-57.969,500000000,6.63E-26,1,40Ar+
0.0310812,0.144802,0.139464,9.05381,20.2433,-41.1369,500000000,6.63E-26,1,40Ar+
0.344204,-0.107803,0.400337,-5.45559,59.3977,11.0883,500000000,6.63E-26,1,40Ar+
-0.226342,-0.138467,-0.370168,43.6421,-4.83823,23.4526,500000000,6.63E-26,1,40Ar+
0.0228322,-0.188555,-0.387565,-7.69829,-12.1476,-0.557573,500000000,6.63E-26,1,40Ar+
-0.0791161,0.345486,0.083749,1.9619,-3.80679,-11.0056,500000000,6.63E-26,1,40Ar+
0.341696,-0.257694,0.371588,33.6874,-1.53087,-7.65157,500000000,6.63E-26,1,40Ar+
0.0579878,0.135768,0.034236,-38.8902,70.4452,14.5928,500000000,6.63E-26,1,40Ar+
-0.265319,-0.310195,0.157099,-46.287,-20.6655,-28.6426,500000000,6.63E-26,1,40Ar+
-0.217535,-0.409607,0.485726,21.9566,-13.7079,1.85422,500000000,6.63E-26,1,40Ar+
-0.0379493,0.0912114,-0.162937,-22.3559,-38.5298,-1.53381,500000000,6.63E-26,1,40Ar+
-0.482279,0.312783,-0.172683,-17.858,-69.2863,-55.0541,500000000,6.63E-26,1,40Ar+
-0.0462514,-0.0165647,-0.187399,28.9626,97.2286,35.5729,500000000,6.63E-26,1,40Ar+
0.32868,0.2201,-0.463514,4.94387,-10.0315,36.4386,500000000,6.63E-26,1,40Ar+
-0.339383,-0.167189,0.397487,19.5315,49.9011,-28.9634,500000000,6.63E-26,1,40Ar+
0.299703,-0.363912,0.116014,-25.2297,5.9304,-36.8139,500000000,6.63E-26,1,40Ar+
0.203421,0.0470211,-0.14897,22.8006,-19.5515,39.4001,500000000,6.63E-26,1,40Ar+
-0.318082,0.00440746,-0.457275,-5.57431,-84.9818,5.46077,500000000,6.63E-26,1,40Ar+
-0.316707,-0.116805,-0.356595,-36.9462,-39.7081,73.6449,500000000,6.63E-26,1,40Ar+
0.0950013,-0.439033,-0.450059,-26.8401,20.0336,45.5724,500000000,6.63E-26,1,40Ar+
-0.254368,-0.406767,0.0454537,-43.7655,-35.7277,-11.845,500000000,6.63E-26,1,40Ar+
-0.480927,0.0474141,0.294667,-26.8586,10.5542,4.25522,500000000,6.63E-26,1,40Ar+
-0.135321,0.158779,-0.174055,31.1232,29.1899,1.26442,500000000,6.63E-26,1,40Ar+
0.329987,-0.499901,0.143849,33.5761,-0.867078,23.4391,500000000,6.63E-26,1,40Ar+
-0.343141,-0.445571,0.2774,0.195608,-1.37029,-8.658,500000000,6.63E-26,1,40Ar+
0.44663,-0.0426134,-0.119312,-11.4512,-17.4605,27.9798,500000000,6.63E-26,1,40Ar+
-0.276699,-0.38473,-0.223177,26.9771,30.4662,21.2898,500000000,6.63E-26,1,40Ar+
-0.150726,0.162351,0.447832,-49.3891,19.5894,-32.3262,500000000,6.63E-26,1,40Ar+
0.324869,0.0351656,-0.0336703,-75.4235,-33.9375,-3.41835,500000000,6.63E-26,1,40Ar+
0.209597,0.385105,-0.400106,-16.2767,-5.70664,34.6027,500000000,6.63E-26,1,40Ar+
0.410651,-0.402263,-0.0402655,29.0004,-17.8667,-11.7753,500000000,6.63E-26,1,40Ar+
-0.380608,-0.151324,-0.321641,30.4251,-5.36712,25.7109,500000000,6.63E-26,1,40Ar+
0.327196,-0.235217,0.35232,11.0411,-26.9642,43.0865,500000000,6.63E-26,1,40Ar+
0.186753,-0.214373,0.098492,-25.2498,-28.5695,-23.3111,500000000,6.63E-26,1,40Ar+
-0.163583,-0.466162,-0.340619,-22.3105,5.86885,11.1545,500000000,6.63E-26,1,40Ar+
0.468187,0.0869472,0.189406,-15.8622,-61.5317,-60.949,500000000,6.63E-26,1,40Ar+
0.0930279,0.464734,-0.297969,-14.8176,-45.0464,20.0985,500000000,6.63E-26,1,40Ar+
-0.120554,-0.429684,0.0352935,-51.92,10.2011,-31.8376,500000000,6.63E-26,1,40Ar+
-0.306375,-0.121455,-0.217751,-53.4938,-10.6893,11.3777,500000000,6.63E-26,1,40Ar+
0.150453,-0.393775,-0.0260085,-27.3458,4.54559,-14.4909,500000000,6.63E-26,1,40Ar+
0.0440647,-0.378015,0.440051,-54.0383,-10.787,-1.29042,500000000,6.63E-26,1,40Ar+
-0.19288,-0.188143,0.228229,-1.00065,85.384,37.9956,500000000,6.63E-26,1,40Ar+
-0.462641,0.0903311,-0.0689177,-58.3185,-28.0232,26.2443,500000000,6.63E-26,1,40Ar+
-0.25937,0.132928,-0.0645891,44.1157,57.0826,13.8409,500000000,6.63E-26,1,40Ar+
0.0365071,-0.310975,-0.14748,-28.3851,-9.2506,-1.77882,500000000,6.63E-26,1,40Ar+
0.23876,0.42103,-0.307189,-33.8889,1.04718,-10.9519,500000000,6.63E-26,1,40Ar+
0.452839,0.050862,-0.436653,-44.6953,-16.9207,3.1482,500000000,6.63E-26,1,40Ar+
0.461758,0.344213,0.284044,-10.5394,-4.77477,-40.3732,500000000,6.63E-26,1,40Ar+
-0.157618,0.42233,0.322021,-38.9272,-40.5353,31.2809,500000000,6.63E-26,1,40Ar+
-0.496513,-0.25687,-0.288589,-8.8281,4.59191,-16.3589,500000000,6.63E-26,1,40Ar+
-0.29334,0.149318,-0.213267,-12.8366,8.17865,-3.43921,500000000,6.63E-26,1,40Ar+
-0.444648,-0.0166166,-0.0741732,-3.04368,60.6256,64.1118,500000000,6.63E-26,1,40Ar+
0.246724,0.495947,-0.435768,56.106,22.9343,9.70349,500000000,6.63E-26,1,40Ar+
-0.351616,0.293004,0.363727,29.0952,-24.4821,-59.2912,500000000,6.63E-26,1,40Ar+
-0.213315,0.460529,-0.279541,-10.0759,19.1979,-8.0897,500000000,6.63E-26,1,40Ar+
0.163579,0.26335,-0.471138,-43.2347,-23.3157,90.2553,500000000,6.63E-26,1,40Ar+
-0.0436367,0.37468,0.442528,-19.8312,-12.3383,17.2339,500000000,6.63E-26,1,40Ar+
0.313897,0.406395,0.0470584,18.9067,21.208,95.6757,500000000,6.63E-26,1,40Ar+
0.389742,0.431465,-0.485196,-67.6742,13.0498,-10.7936,500000000,6.63E-26,1,40Ar+
-0.34236,0.139336,0.309938,19.4811,-46.7539,-9.92474,500000000,6.63E-26,1,40Ar+
0.418009,0.437723,-0.430137,-9.51293,-16.2772,5.1887,500000000,6.63E-26,1,40Ar+
-0.325132,0.388957,-0.231957,37.0531,-20.231,-40.3387,500000000,6.63E-26,1,40Ar+
0.431377,0.33418,-0.282858,-18.9301,-12.4477,11.9571,500000000,6.63E-26,1,40Ar+
-0.290463,-0.321838,-0.164936,18.565,0.547198,36.4905,500000000,6.63E-26,1,40Ar+
0.0868163,0.0188529,0.0722232,-29.4093,4.64561,-25.1693,500000000,6.63E-26,1,40Ar+
0.12637,0.248025,0.497666,-5.82232,36.3295,1.44664,500000000,6.63E-26,1,40Ar+
-0.400027,0.397013,0.469332,25.6701,-1.46611,-33.9216,500000000,6.63E-26,1,40Ar+
0.336736,-0.286097,-0.198922,-44.785,47.3188,47.5196,500000000,6.63E-26,1,40Ar+
0.479074,0.058522,0.343333,-4.12684,12.7746,54.5346,500000000,6.63E-26,1,40Ar+
0.176866,0.070475,-0.34262,-47.8192,-51.4168,8.33298,500000000,6.63E-26,1,40Ar+
0.301968,-0.125064,0.454134,3.48698,20.4051,-33.2193,500000000,6.63E-26,1,40Ar+
-0.199267,0.436833,-0.475933,-3.40916,3.30285,3.03945,500000000,6.63E-26,1,40Ar+
-0.174295,-0.102294,0.297753,2.20961,-20.8587,14.5959,500000000,6.63E-26,1,40Ar+
-0.214609,-0.390965,-0.0188331,-18.2837,-25.4742,-23.8829,500000000,6.63E-26,1,40Ar+
-0.0124581,-0.105426,0.306799,34.3603,6.43622,3.56038,500000000,6.63E-26,1,40Ar+
-0.390451,0.400201,0.0914106,17.2641,-2.88212,56.2024,500000000,6.63E-26,1,40Ar+
0.434076,0.491945,0.166627,-36.0272,33.5807,42.349,500000000,6.63E-26,1,40Ar+
0.0091173,-0.144136,0.481465,-27.892,8.38016,11.448,500000000,6.63E-26,1,40Ar+
0.179545,-0.241107,0.0965417,-43.1728,-25.0519,50.8513,500000000,6.63E-26,1,40Ar+
-0.385422,-0.0701505,-0.0549364,1.58341,27.7298,72.3181,500000000,6.63E-26,1,40Ar+
0.410497,0.451767,-0.160054,12.2752,24.8554,15.2592,500000000,6.63E-26,1,40Ar+
0.366548,-0.436283,-0.371173,42.4765,1.63579,-4.4221,500000000,6.63E-26,1,40Ar+
0.142248,-0.486287,-0.483211,10.1568,-43.8689,-59.1935,500000000,6.63E-26,1,40Ar+
-0.262012,-0.479568,-0.349876,-4.77218,-35.2714,3.42991,500000000,6.63E-26,1,40Ar+
0.0681353,0.386683,-0.421839,22.6443,25.3262,32.6189,500000000,6.63E-26,1,40Ar+
0.174013,-0.193219,-0.332391,-41.3557,-49.2093,-16.01,500000000,6.63E-26,1,40Ar+
0.426857,0.303838,-0.243861,-51.7979,2.31719,32.7467,500000000,6.63E-26,1,40Ar+
-0.229404,-0.252002,0.071109,8.32446,3.80856,8.46974,500000000,6.63E-26,1,40Ar+
-0.476137,0.209222,0.00994698,2.5268,31.437,30.3113,500000000,6.63E-26,1,40Ar+
0.10072,0.372544,-0.249501,55.0504,-25.4889,-55.7002,500000000,6.63E-26,1,40Ar+
-0.123361,-0.333331,-0.0918175,-2.21113,10.9317,-19.6158,500000000,6.63E-26,1,40Ar+
0.0928582,-0.184806,-0.313274,-8.51195,-10.9659,-16.61,500000000,6.63E-26,1,40Ar+
0.18899,-0.159128,0.282135,-1.85381,27.7851,38.6983,500000000,6.63E-26,1,40Ar+
-0.162761,-0.0693336,0.434015,-29.6344,21.3281,-9.38108,500000000,6.63E-26,1,40Ar+
-0.254491,0.452846,0.376614,-16.3148,-0.457434,15.1092,500000000,6.63E-26,1,40Ar+
-0.00710452,-0.474483,0.307342,-30.9998,36.2161,30.2236,500000000,6.63E-26,1,40Ar+
-0.428539,0.277573,0.11881,-22.5356,-34.3001,88.9196,500000000,6.63E-26,1,40Ar+
0.275486,-0.337271,0.0626438,41.6208,-13.4451,-1.44966,500000000,6.63E-26,1,40Ar+
0.490005,-0.0299583,-0.0533821,11.4981,2.57914,-31.6372,500000000,6.63E-26,1,40Ar+
0.0963184,-0.107387,0.398369,16.1149,18.2333,54.7733,500000000,6.63E-26,1,40Ar+
0.363313,-0.0461563,-0.476316,25.6776,15.2239,8.98365,500000000,6.63E-26,1,40Ar+
0.466808,-0.392257,-0.0558733,32.7417,34.6949,6.28353,500000000,6.63E-26,1,40Ar+
-0.366059,-0.0591606,0.401408,-28.7826,12.4803,26.2124,500000000,6.63E-26,1,40Ar+
0.413762,0.311089,0.264835,43.6697,-26.1676,11.4367,500000000,6.63E-26,1,40Ar+
-0.2693,-0.301083,-0.417679,21.0909,13.8206,-23.1958,500000000,6.63E-26,1,40Ar+
0.373204,0.462481,0.124203,-15.5643,31.2186,24.9748,500000000,6.63E-26,1,40Ar+
0.0457543,-0.0368046,-0.00338299,40.7869,-37.7115,31.9013,500000000,6.63E-26,1,40Ar+
0.268096,0.0269978,0.166283,-50.9935,7.87476,12.7022,500000000,6.63E-26,1,40Ar+
0.210577,-0.106835,0.148181,-21.3875,8.09426,-64.8027,500000000,6.63E-26,1,40Ar+
0.305582,-0.497513,-0.12524,25.2054,-9.46551,35.5274,500000000,6.63E-26,1,40Ar+
0.207951,-0.355228,0.427154,33.327,-11.0038,-28.5151,500000000,6.63E-26,1,40Ar+
-0.111352,-0.391642,0.218632,-27.8142,-7.25542,-12.0027,500000000,6.63E-26,1,40Ar+
0.282254,-0.326562,-0.0271376,-24.1727,-41.1971,24.31,500000000,6.63E-26,1,40Ar+
0.283557,-0.194458,-0.190951,16.9643,21.8269,-33.3303,500000000,6.63E-26,1,40Ar+
0.192281,-0.03206,0.350572,-6.34902,-28.9828,6.32493,500000000,6.63E-26,1,40Ar+
-0.213883,0.436114,0.0623609,24.6353,-38.4784,-60.3869,500000000,6.63E-26,1,40Ar+
-0.447607,-0.215602,-0.114205,-13.5892,-18.3285,-25.9474,500000000,6.63E-26,1,40Ar+
-0.160966,-0.247615,-0.499134,38.9573,47.4866,-33.4343,500000000,6.63E-26,1,40Ar+
0.04923,0.450974,-0.419987,-7.49494,55.6489,-35.4647,500000000,6.63E-26,1,40Ar+
0.303686,0.08743,-0.127812,-49.2506,-47.6512,-3.76466,500000000,6.63E-26,1,40Ar+
-0.132614,0.160833,-0.153399,63.7456,-50.8437,-41.2267,500000000,6.63E-26,1,40Ar+
-0.361505,-0.0561655,-0.304117,-22.5945,-6.49333,-18.4348,500000000,6.63E-26,1,40Ar+
-0.0579541,0.375149,-0.248593,-20.7806,20.7008,5.13587,500000000,6.63E-26,1,40Ar+
0.28033,-0.0495698,-0.310098,25.2635,-56.1802,-56.6,500000000,6.63E-26,1,40Ar+
-0.0259887,0.371202,0.158363,84.6634,-0.681129,-27.0977,500000000,6.63E-26,1,40Ar+
0.170322,0.220524,0.0273718,11.3873,10.66,16.6889,500000000,6.63E-26,1,40Ar+
0.332662,-0.196561,0.388134,43.3084,60.217,13.5997,500000000,6.63E-26,1,40Ar+
0.0262579,-0.0445705,0.382568,9.06406,13.3597,-20.683,500000000,6.63E-26,1,40Ar+
-0.289726,0.0530151,-0.247585,14.7089,4.16434,16.03,500000000,6.63E-26,1,40Ar+
-0.310797,0.134979,-0.178383,33.7515,10.4784,21.6781,500000000,6.63E-26,1,40Ar+
-0.410519,0.17195,0.0151717,-12.1196,5.79659,-12.0732,500000000,6.63E-26,1,40Ar+
0.196366,0.27314,-0.357942,-15.4941,-9.45992,-21.9643,500000000,6.63E-26,1,40Ar+
-0.0662415,0.337901,-0.116932,19.2025,-66.0968,-32.4539,500000000,6.63E-26,1,40Ar+
0.242933,0.1222,-0.258374,-30.8808,-36.2584,23.6359,500000000,6.63E-26,1,40Ar+
0.0943069,-0.372517,0.0295549,11.3256,54.8307,-28.9253,500000000,6.63E-26,1,40Ar+
0.0867575,0.0443439,0.00997556,0.672112,32.3233,14.3694,500000000,6.63E-26,1,40Ar+
0.136884,-0.400827,-0.354585,-4.25436,11.085,4.56802,500000000,6.63E-26,1,40Ar+
-0.404491,-0.32524,-0.0195621,-10.5568,33.7766,-25.1995,500000000,6.63E-26,1,40Ar+
0.124816,-0.220515,0.405205,44.3973,-55.4465,-17.1093,500000000,6.63E-26,1,40Ar+
0.0130945,0.0219723,0.253387,55.2263,-58.4073,-28.5341,500000000,6.63E-26,1,40Ar+
-0.246039,-0.406895,0.094754,37.247,41.7078,-15.1077,500000000,6.63E-26,1,40Ar+
0.421202,-0.053932,-0.255172,-47.5203,-10.8682,-15.5162,500000000,6.63E-26,1,40Ar+
0.0752347,-0.335169,0.491646,1.17817,15.1064,-27.4423,500000000,6.63E-26,1,40Ar+
-0.00556163,0.438991,-0.402752,8.68042,7.02276,23.8663,500000000,6.63E-26,1,40Ar+
0.275579,0.304284,-0.402052,1.94205,-2.11557,-8.12071,500000000,6.63E-26,1,40Ar+
-0.397755,-0.0780269,0.0129602,-47.1542,5.76013,34.9855,500000000,6.63E-26,1,40Ar+
-0.439316,-0.142553,-0.375065,-60.7668,7.25739,10.9465,500000000,6.63E-26,1,40Ar+
0.401185,-0.246218,-0.431406,50.3147,9.64925,4.55137,500000000,6.63E-26,1,40Ar+
0.182811,0.0533894,-0.0475501,32.0627,55.6072,29.8082,500000000,6.63E-26,1,40Ar+
-0.473546,0.0564143,-0.264798,29.8784,-12.0563,42.3966,500000000,6.63E-26,1,40Ar+
0.221486,0.237705,-0.385381,4.76429,-6.71891,37.787,500000000,6.63E-26,1,40Ar+
0.4082,0.4199,0.177006,-7.37195,-13.9422,-16.6674,500000000,6.63E-26,1,40Ar+
-0.1125,0.0548539,0.425418,38.3122,-9.78077,16.2891,500000000,6.63E-26,1,40Ar+
-0.489779,0.243661,0.0944732,-38.1126,-17.693,0.339146,500000000,6.63E-26,1,40Ar+
0.0135135,-0.410091,-0.349912,58.6732,-2.97878,3.2077,500000000,6.63E-26,1,40Ar+
0.0406766,0.262814,0.0496833,-11.8842,51.6416,32.2428,500000000,6.63E-26,1,40Ar+
0.258785,-0.393277,0.32598,22.2593,-16.0256,-38.9102,500000000,6.63E-26,1,40Ar+
0.492373,0.470618,-0.177041,34.3687,-23.4417,-18.3986,500000000,6.63E-26,1,40Ar+
0.236438,0.359623,0.306655,1.74286,-5.01707,56.7284,500000000,6.63E-26,1,40Ar+
-0.273851,-0.317184,-0.45435,-10.8222,35.5971,-12.5379,500000000,6.63E-26,1,40Ar+
-0.103419,0.470771,-0.214415,9.46574,18.2103,4.76644,500000000,6.63E-26,1,40Ar+
-0.490243,0.110177,0.377053,-15.8787,-5.73729,22.1229,500000000,6.63E-26,1,40Ar+
-0.216259,0.333317,-0.147218,37.652,9.31377,18.9732,500000000,6.63E-26,1,40Ar+
-0.0652072,0.421532,0.117665,-33.8257,-23.6608,-52.1164,500000000,6.63E-26,1,40Ar+
0.223795,0.0508179,0.390656,-8.27402,-7.23788,37.4317,500000000,6.63E-26,1,40Ar+
0.259233,-0.0241164,0.479123,50.4702,-26.2893,-38.4858,500000000,6.63E-26,1,40Ar+
-0.127042,-0.0597384,0.477649,-47.5877,-5.88831,57.1631,500000000,6.63E-26,1,40Ar+
-0.173731,0.436421,-0.263449,-67.5038,-78.7203,36.1525,500000000,6.63E-26,1,40Ar+
0.373034,-0.324377,-0.181551,-16.7278,-58.7054,-25.2831,500000000,6.63E-26,1,40Ar+
-0.28393,0.109452,-0.286743,4.85093,-2.21742,6.25379,500000000,6.63E-26,1,40Ar+
0.129977,0.278698,0.0381054,-46.1713,0.2071,-34.3453,500000000,6.63E-26,1,40Ar+
-0.470498,-0.057563,0.23662,31.4111,-31.903,51.8311,500000000,6.63E-26,1,40Ar+
0.329659,0.282045,0.376416,-34.2509,-10.1392,10.5505,500000000,6.63E-26,1,40Ar+
-0.285851,0.307785,-0.20801,35.3739,37.0352,-40.5538,500000000,6.63E-26,1,40Ar+
0.159456,-0.116383,-0.324436,-23.2628,-7.35652,2.63022,500000000,6.63E-26,1,40Ar+
0.159434,0.458709,-0.174987,-53.3318,11.7325,-22.0885,500000000,6.63E-26,1,40Ar+
-0.231624,0.355472,-0.330227,15.7533,12.3684,83.7564,500000000,6.63E-26,1,40Ar+
-0.265609,-0.252043,-0.203558,18.039,28.8435,47.4037,500000000,6.63E-26,1,40Ar+
0.254648,-0.167873,0.437569,-42.0374,-27.7685,24.8876,500000000,6.63E-26,1,40Ar+
0.403407,-0.467032,-0.295472,-28.0611,-56.3529,19.3285,500000000,6.63E-26,1,40Ar+
-0.316081,-0.00273291,0.429222,15.3837,-24.891,38.1096,500000000,6.63E-26,1,40Ar+
-0.236293,-0.363777,0.37141,39.2201,3.54145,44.5435,500000000,6.63E-26,1,40Ar+
-0.122751,-0.374047,0.482965,52.3598,-25.9941,43.91,500000000,6.63E-26,1,40Ar+
0.0875087,-0.497943,0.00161937,-20.4932,-103.643,-18.3578,500000000,6.63E-26,1,40Ar+
0.0365484,-0.0930869,-0.349108,16.4168,-23.9772,-62.3647,500000000,6.63E-26,1,40Ar+
-0.225664,-0.0347519,0.1208,45.3202,2.12251,-14.404,500000000,6.63E-26,1,40Ar+
-0.396128,-0.353669,-0.258091,-43.9726,8.79421,31.7216,500000000,6.63E-26,1,40Ar+
-0.395096,-0.115169,0.447459,-4.46173,34.4256,6.07297,500000000,6.63E-26,1,40Ar+
0.159774,-0.185545,-0.399402,16.7403,-77.1454,38.7899,500000000,6.63E-26,1,40Ar+
0.208614,0.289084,-0.197387,-5.53112,58.8077,13.042,500000000,6.63E-26,1,40Ar+
0.473355,-0.196932,-0.132164,3.71952,52.2206,21.5286,500000000,6.63E-26,1,40Ar+
0.473201,0.263819,0.402806,-19.4136,56.4133,-30.9165,500000000,6.63E-26,1,40Ar+
0.375947,0.362972,-0.233067,40.1647,19.5476,-9.8815,500000000,6.63E-26,1,40Ar+
0.0581846,-0.301017,0.472695,-1.38973,-50.1787,-31.8065,500000000,6.63E-26,1,40Ar+
0.0827893,0.0679573,-0.18823,0.916004,9.83593,-14.027,500000000,6.63E-26,1,40Ar+
