g_x,g_y,g_z
13.3762,-7.49563,-2.93
24.7998,-9.18443,-9.06719
21.0428,-4.29738,-7.39537
7.31986,-0.341518,-3.16004
31.7521,-18.3943,7.42953
60.4193,-22.6315,0.754311
43.1238,-0.852826,-4.2183
11.156,2.79649,-3.85664
35.7176,-19.0897,27.0984
69.1421,-24.0913,42.5735
33.3429,6.64382,19.5744
7.03005,9.01876,-1.46025
16.7003,-7.77808,16.5149
28.1275,-7.02447,25.7837
13.796,6.33174,12.649
2.25363,6.5659,1.07175
22.2188,-16.3967,-6.35289
36.8909,-19.0888,-22.1164
29.6267,-8.45875,-16.1805
9.30757,-0.852292,-6.60559
58.3768,-46.0677,9.71449
136.192,-62.3822,-16.9098
55.5411,2.58021,-48.7075
8.57897,7.65682,-13.7394
63.9664,-46.7848,66.0456
153.563,-74.5963,130.762
17.3433,54.9265,1.47628
-5.76995,27.5266,-12.5149
23.9618,-17.7657,30.7855
39.0264,-16.4206,52.6101
6.8285,23.3197,22.0547
-5.02008,17.6105,1.74825
13.4609,-17.8947,-2.65037
24.0528,-23.8171,-14.5733
8.20278,-12.9053,-11.0218
1.12121,1.58375,-6.53259
24.2338,-49.5885,10.082
33.0329,-89.0605,20.3228
-5.6746,-6.51267,-20.0084
-7.91882,18.4179,-13.9014
19.2843,-50.4562,24.3723
-43.9071,-110.549,34.971
-94.117,47.9218,36.3684
-30.8114,35.6539,-0.578495
4.26065,-21.516,16.2975
-19.9342,-29.0353,30.1262
-41.0121,19.4516,29.8154
-18.5325,18.4413,6.83619
2.56061,-9.54658,0.169227
2.48605,-13.7743,-2.50946
-1.56217,-4.74241,-3.78196
-2.00697,1.10433,-2.75848
-0.919204,-22.6125,4.22172
-17.7992,-31.7097,3.87889
-20.0813,1.76776,-3.33284
-10.4343,9.40998,-4.66998
-6.57755,-24.4722,6.11355
-38.7697,-34.4205,11.5024
-43.1073,15.3178,10.1066
-18.6036,15.5914,1.22908
-4.69507,-11.1154,4.15938
-19.8545,-12.3659,8.02116
-25.1903,6.30023,11.046
-11.7732,8.29888,3.90158
