g_x,g_y,g_z
-0.560289,0.0164937,-0.0897003
-1.18066,-0.0872432,-0.253358
-1.17056,-0.386017,-0.274518
-0.559767,-0.309532,-0.144378
-1.14151,-0.146404,-0.147894
-2.44876,-0.565877,-0.550595
-2.11483,-1.302,-0.699858
-0.93372,-0.821533,-0.368493
-1.18705,-0.468084,-0.039683
-2.26162,-1.42245,-0.511449
-1.37238,-2.00627,-1.36938
-0.64142,-1.02591,-0.648665
-0.589108,-0.349479,0.0140241
-0.97919,-0.883079,-0.160926
-0.66463,-1.03735,-0.560761
-0.295589,-0.54112,-0.3178
-1.03815,0.115677,-0.0351462
-2.331,0.102719,-0.431902
-2.48224,-0.744371,-0.744078
-1.09468,-0.595757,-0.33547
-2.18177,-0.0936768,0.0318534
-5.28882,-0.357602,-1.20399
-5.60508,-2.99431,-1.09413
-1.95911,-1.70136,-0.539144
-2.61505,-0.828085,0.246341
-5.1383,-3.36907,0.0127153
-2.92832,-4.89867,-2.50668
-1.49992,-2.03949,-0.689228
-1.3084,-0.64768,0.186947
-2.29728,-1.85072,0.3023
-1.7235,-2.15269,-0.459492
-0.702976,-1.02999,-0.217978
-0.990461,0.0671518,0.184395
-1.757,-0.0215365,-0.150066
-2.05321,-0.424799,-0.845462
-0.956482,-0.457891,-0.397194
-2.552,-0.135874,0.76329
-5.30191,-0.513482,1.2725
-4.78959,-1.95963,-1.21318
-1.71312,-1.28299,-0.197186
-3.07265,-0.806376,0.383435
-7.39114,-2.53238,2.02733
-5.4689,-3.62282,4.48793
-1.7531,-1.74654,1.14432
-1.52267,-0.56244,0.263841
-3.13841,-1.33425,1.07752
-2.47766,-1.78852,1.34117
-0.927033,-0.91115,0.583296
-0.521375,-0.0138041,0.137809
-0.930508,-0.0816527,0.0419419
-0.890454,-0.196221,-0.248162
-0.43264,-0.179547,-0.148997
-1.25827,-0.170397,0.394747
-2.40953,-0.44467,0.635144
-1.99309,-0.673966,0.060676
-0.847012,-0.4854,0.0732292
-1.46142,-0.399425,0.353909
-2.84089,-1.06293,1.11667
-2.21652,-1.31365,1.61661
-0.934434,-0.69187,0.710785
-0.783408,-0.263895,0.202709
-1.51185,-0.620118,0.657888
-1.24524,-0.778144,0.919036
-0.518675,-0.406984,0.464892
g_x,g_y,g_z
-0.376803,0.211161,0.082502
-0.698627,0.258763,0.255343
-0.592829,0.121109,0.208262
-0.206243,0.00965064,0.0889891
-0.894416,0.518163,-0.20931
-1.70199,0.637571,-0.0213527
-1.21492,0.0241417,0.118708
-0.314363,-0.0787172,0.108575
-1.0061,0.537745,-0.763303
-1.94764,0.678671,-1.19925
-0.939397,-0.18703,-0.551488
-0.198135,-0.253985,0.041048
-0.470414,0.219109,-0.465189
-0.792319,0.197907,-0.7263
-0.388679,-0.178293,-0.356369
-0.0635286,-0.184916,-0.0302398
-0.625904,0.461922,0.178887
-1.03929,0.537846,0.622846
-0.834727,0.238427,0.455686
-0.262282,0.0240797,0.186027
-1.6444,1.29772,-0.273729
-3.83642,1.75743,0.476036
-1.56499,-0.072335,1.37166
-0.241884,-0.21555,0.386887
-1.8018,1.3179,-1.86035
-4.32556,2.10139,-3.68333
-0.488975,-1.54679,-0.0420556
0.162318,-0.775238,0.3523
-0.674967,0.500463,-0.867174
-1.09935,0.462639,-1.482
-0.192483,-0.656712,-0.621449
0.141319,-0.495977,-0.0493621
-0.37922,0.504134,0.0746019
-0.677649,0.671074,0.41039
-0.231233,0.363719,0.310393
-0.0316706,-0.0445144,0.183972
-0.682718,1.39693,-0.284089
-0.930748,2.50902,-0.572657
0.159496,0.183943,0.563334
0.2229,-0.518595,0.391438
-0.543286,1.42135,-0.686619
1.23641,3.11414,-0.985416
2.65072,-1.34938,-1.02491
0.867741,-1.0041,0.0160791
-0.12006,0.606107,-0.459122
0.561364,0.817973,-0.848762
1.15507,-0.547732,-0.84005
0.521945,-0.51936,-0.192675
-0.072158,0.268951,-0.0047918
-0.0700897,0.388095,0.0706378
0.043939,0.133696,0.106488
0.0564983,-0.0310513,0.077678
0.0258261,0.637024,-0.118972
0.501217,0.893392,-0.109382
0.56554,-0.0495512,0.0937473
0.293857,-0.264945,0.131472
0.185208,0.68939,-0.172274
1.0919,0.969703,-0.324165
1.21413,-0.431241,-0.284879
0.523969,-0.439066,-0.0347198
0.132217,0.313123,-0.117201
0.559185,0.348389,-0.226034
0.70949,-0.17737,-0.311245
0.331595,-0.233709,-0.109953
