g_x,g_y,g_z
13.2751,-7.43937,-2.90668
24.6132,-9.11637,-8.99609
20.8857,-4.26668,-7.33738
7.26603,-0.339947,-3.13521
31.5111,-18.2553,7.37415
59.9627,-22.4621,0.752091
42.8024,-0.850324,-4.1824
11.0751,2.77338,-3.82532
35.4457,-18.9452,26.8919
68.6172,-23.9101,42.2507
33.0955,6.58943,19.4293
6.98026,8.94822,-1.44631
16.5731,-7.71941,16.3891
27.9141,-6.9724,25.5882
13.6934,6.28152,12.5551
2.23807,6.51483,1.06529
22.0511,-16.2738,-6.30247
36.6148,-18.9486,-21.9437
29.4078,-8.39972,-16.0544
9.24022,-0.848225,-6.55399
57.9336,-45.7197,9.64358
135.16,-61.9156,-16.7717
55.1351,2.54904,-48.3256
8.5213,7.59425,-13.6306
63.4793,-46.4308,65.5419
152.394,-74.0337,129.767
17.2261,54.4957,1.48082
-5.71908,27.3126,-12.4123
23.7797,-17.6317,30.5514
38.7309,-16.2991,52.2123
6.78108,23.1369,21.8939
-4.97901,17.4739,1.73886
13.3602,-17.761,-2.62839
23.8739,-23.6422,-14.4586
8.14617,-12.8138,-10.9356
1.11559,1.56846,-6.48157
24.0526,-49.215,10.0085
32.7905,-88.3944,20.1749
-5.62,-6.4796,-19.8473
-7.85334,18.271,-13.791
19.1403,-50.0753,24.1901
-43.5608,-109.714,34.7165
-93.3881,47.5409,36.1077
-30.5717,35.3758,-0.56688
4.22973,-21.3536,16.1752
-19.7777,-28.8178,29.9024
-40.6944,19.2975,29.5954
-18.3888,18.2977,6.78792
2.54213,-9.47533,0.168774
2.46919,-13.6728,-2.48873
-1.54816,-4.71004,-3.75176
-1.99057,1.09407,-2.73671
-0.910021,-22.4428,4.1914
-17.6587,-31.4747,3.85341
-19.9248,1.74617,-3.30305
-10.353,9.33447,-4.63202
-6.52521,-24.2878,6.06926
-38.4691,-34.1633,11.4203
-42.7752,15.1935,10.0362
-18.4601,15.4689,1.22303
-4.6582,-11.0316,4.12902
-19.7008,-12.274,7.96323
-24.9962,6.2491,10.9653
-11.6825,8.23391,3.87367
