g_x,g_y,g_z
15.5409,-9.07694,-1.93117
29.9254,-12.0607,-7.32803
27.16,-6.8322,-5.95111
10.4435,-1.41917,-2.4868
35.7893,-21.3314,9.76914
70.7646,-27.8339,5.45604
56.3425,-4.99257,0.34632
17.3964,1.32462,-1.71171
39.3987,-21.8633,29.8883
78.3173,-28.6976,48.8397
45.188,3.48874,26.6677
12.5667,8.12775,1.99474
18.4224,-9.13222,18.1967
32.0091,-9.18221,29.6091
18.2854,4.87896,17.0788
4.51754,6.1384,3.34467
26.0363,-20.1684,-4.38444
46.0521,-26.4777,-18.911
40.6385,-15.1778,-14.0795
14.4262,-3.46063,-5.62053
65.5194,-53.4574,14.6825
155.42,-77.3921,-6.55115
82.4272,-9.432,-39.2885
18.7191,4.28864,-9.81435
70.3465,-53.7695,72.0762
169.396,-87.5071,146.321
37.5195,47.2477,21.9484
2.07547,25.9269,-4.28553
26.832,-20.9785,34.4735
45.0562,-21.8045,61.8319
13.0547,20.0023,33.4356
-2.11908,16.7459,7.0281
16.7859,-22.4989,-0.627113
30.8877,-33.3212,-11.4286
14.8568,-21.7722,-9.15636
4.13982,-1.76686,-5.59509
30.5039,-59.1173,15.4782
46.3026,-111.195,31.2252
3.75225,-25.5271,-10.9594
-3.97526,13.2589,-9.56934
24.6023,-59.3133,31.3739
-34.3787,-128.928,54.4448
-91.3705,35.8668,62.6619
-28.8443,32.3494,9.18235
6.50331,-25.3551,20.4844
-16.4474,-35.8551,40.8961
-39.242,15.0249,42.5533
-17.6527,17.0153,12.6857
3.91986,-12.1338,1.26447
4.72891,-18.9141,-0.698509
0.00322011,-9.39567,-2.42167
-1.32754,-0.816632,-2.08868
1.46909,-27.7444,7.0602
-14.5145,-42.2154,9.58882
-19.6985,-7.04486,1.97402
-10.1986,6.20498,-2.05956
-4.62572,-29.1585,9.76661
-36.7468,-43.2927,20.1727
-43.9973,8.47836,20.146
-18.9596,13.111,5.87983
-3.86914,-13.2074,6.36138
-19.0218,-16.0066,13.1633
-25.2887,3.5445,16.8428
-11.9003,7.24495,6.79737
