g_x,g_y,g_z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-154.9,-22.0683,135.606
-280.797,30.5527,181.461
-262.884,-22.007,199.914
-158.266,6.9452,139.949
-242.875,13.766,162.993
-364.273,31.016,296.496
-368.765,4.60801,297.356
-248.484,28.2066,193.46
-239.155,29.1065,151.957
-388.392,43.1474,272.529
-411.99,-2.09644,299.172
-286.496,54.041,206.375
-182.959,-2.54836,130.185
-246.214,-10.485,205.276
-270.772,-17.6571,219.933
-189.306,13.0868,153.182
-149.591,-28.5759,72.8401
-261.138,-17.7211,172.821
-252.599,-29.7274,170.631
-204.05,10.7193,146.933
-251.577,13.0463,146.077
-346.147,31.5174,273.365
-387.197,6.50744,299.645
-251,7.78935,198.253
-211.035,10.7252,67.1472
-387.65,27.4269,253.478
-432.616,-15.8693,249.382
-302.785,31.16,162.509
-190.143,83.1091,43.3867
-293.452,58.1838,204.19
-308.454,-1.35377,232.569
-177.662,-0.167444,153.875
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
