g_x,g_y,g_z
0.0104749,0.0476308,0.0377458
0.0168561,0.0427982,0.0973342
0.0117908,-0.0595718,0.0984659
0.0060653,-0.0454662,0.0393969
0.0190767,0.0854906,0.0361096
0.0381131,0.100934,0.11021
0.0246974,-0.152376,0.11443
0.00911914,-0.103789,0.0383693
0.0284937,0.070639,-0.0564701
0.0537345,0.0635903,-0.145511
0.0193643,-0.150486,-0.144908
0.00795946,-0.110973,-0.0534745
0.00711767,0.0385528,-0.0458571
0.0100216,0.0381917,-0.104244
0.00890095,-0.0584532,-0.103387
0.00429113,-0.0485894,-0.0418385
0.00994186,0.0330045,0.0328822
0.0179537,0.0218867,0.081936
0.0162127,-0.0518051,0.0890075
0.00762795,-0.0445755,0.0392868
0.0208889,0.0712535,0.0260011
0.0443844,0.0714989,0.0826298
0.043902,-0.124466,0.115357
0.0114571,-0.100558,0.0400329
0.0209488,0.0648332,-0.0408832
0.0294827,0.0652682,-0.0999556
0.0176499,-0.124074,-0.0965086
0.00579625,-0.0980506,-0.0355844
0.00868631,0.0298038,-0.0412011
0.0115239,0.0228125,-0.0884356
0.00792885,-0.0493556,-0.0865253
0.00390451,-0.044075,-0.0373369
0.00561475,0.00897361,0.013549
0.0111041,0.000621754,0.0311311
0.0110663,-0.0196521,0.0320538
0.00504996,-0.0193942,0.0149312
0.010504,0.0219509,0.0102821
0.0199163,0.00902573,0.0281478
0.020846,-0.040756,0.0308799
0.00831352,-0.039732,0.0145111
0.00901107,0.0226705,-0.00947346
0.0136327,0.0121106,-0.0202404
0.0127175,-0.0403771,-0.0202077
0.00492597,-0.0387062,-0.00769882
0.00450095,0.0113911,-0.0140988
0.00638345,0.00389422,-0.0287235
0.00503404,-0.018108,-0.0282543
0.00209405,-0.0173651,-0.0114961
0.00165283,-0.000856692,0.00230608
0.00356599,-0.00293105,0.0054849
0.00341358,-0.00253437,0.00493565
0.00161306,-0.00301138,0.00335531
0.00276261,0.000203886,0.00265805
0.00553096,-0.00388011,0.00492786
0.00531915,-0.00662354,0.00423576
0.0030417,-0.00637567,0.00223042
0.00221345,0.00208284,0.00202042
0.00416699,-0.00340692,0.00299544
0.00462684,-0.00741577,0.00237594
0.00265896,-0.00671628,0.000252259
0.00124703,0.00120999,-0.000281169
0.00215105,-0.00142917,-0.000701424
0.00212857,-0.00320061,-0.00164883
0.000816004,-0.00229478,4.83135e-05
