g_x,g_y,g_z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
560.312,318.508,-486.71
-306.9,-594.53,402.347
-340.486,266.685,1233.37
-1777.82,-141.182,37.927
393.422,-669.693,563.655
-687.856,-957.066,1237.93
33.9048,-130.27,486.406
248.831,35.3694,-499.469
142.08,749.932,127.374
-1099.47,544.499,228.666
241.13,-500.419,541.574
-640.273,246.147,-1756.76
-318.221,387.69,-172.885
-868.123,660.171,-27.674
-278.117,26.9625,251.397
-848.286,1363.75,10.5464
-379.331,176.296,-164.623
-365.596,829.646,-115.805
-1212.41,-1200.67,991.084
235.434,-1160.39,-540.889
-130.866,-440.735,3041.9
-285.788,-724.557,606.703
149.819,409.8,-1298.59
-165.77,221.207,1007.24
-3598.43,1588.51,1358.32
37.2311,601.204,-336.942
-788.702,337.266,1697.12
-2095.88,-1142.52,-1614.92
-20.8861,-262.449,-1781.58
1403.32,2354.41,940.134
212.065,-2064.83,-388.071
-946.706,292.396,2369.62
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
