g_x,g_y,g_z
-0.000479909,0.00293755,0.00355194
-0.00116777,-0.0110561,0.017884
-0.00237006,-0.0361831,0.0272179
-0.00124138,-0.0215196,0.0104083
-0.00101883,0.0271212,-0.00929569
-0.00310341,0.0211524,-0.00371635
-0.00702915,-0.114095,0.0449603
-0.00270817,-0.0546222,0.00737509
-0.0011366,0.0423315,-0.0356111
-0.00470241,0.0965613,-0.119902
-0.00515374,-0.0605248,-0.119887
-0.00207805,-0.0431963,-0.0290479
-0.000521879,0.0162353,-0.0223109
-0.00113921,0.024257,-0.0587513
-0.00174343,-0.00748636,-0.0574505
-0.000794114,-0.0124843,-0.019246
-0.000728781,0.000278892,-0.000936802
-0.00171307,-0.013994,0.00263351
-0.00215768,-0.0325066,0.00764588
-0.00118783,-0.0206865,0.00413313
-0.00155181,0.0107385,-0.0126484
-0.00402296,-0.0126989,-0.0209644
-0.00466287,-0.0708291,-0.00898332
-0.00230905,-0.0414783,-0.00329842
-0.00162777,0.0198994,-0.0253923
-0.00404635,0.0157907,-0.0509764
-0.0044137,-0.0343311,-0.0500362
-0.00212484,-0.031002,-0.0212141
-0.000764683,0.0106062,-0.0174593
-0.00166151,0.0109095,-0.0368937
-0.00186303,-0.00681201,-0.0366331
-0.000962578,-0.0104789,-0.0162324
-0.000539936,-0.00208698,-0.00265515
-0.00109968,-0.00883835,-0.00455823
-0.00112813,-0.0140808,-0.00376178
-0.000616038,-0.00926388,-0.00139962
-0.00105779,-0.00206416,-0.00748506
-0.00216067,-0.0138452,-0.0135657
-0.00212404,-0.0230947,-0.0130988
-0.00114728,-0.0156054,-0.00578876
-0.00104715,0.000266754,-0.00968275
-0.00208126,-0.00877516,-0.0156666
-0.0021448,-0.0154108,-0.0152039
-0.00114626,-0.0119744,-0.00864402
-0.000532958,0.00135584,-0.00653989
-0.00105704,-0.0012765,-0.0116232
-0.00109112,-0.00517995,-0.0115064
-0.000587908,-0.0047832,-0.00626911
-0.000207278,-0.00148699,-0.00144146
-0.000373149,-0.00304034,-0.00295954
-0.00034289,-0.00308165,-0.00317884
-0.000180779,-0.00189833,-0.00157959
-0.000379531,-0.00301692,-0.00236495
-0.000664521,-0.00576774,-0.00455713
-0.000609073,-0.00449022,-0.00515282
-0.000331607,-0.00272629,-0.0027244
-0.000367814,-0.00300797,-0.00185619
-0.000646995,-0.00608108,-0.00272229
-0.000627678,-0.00457864,-0.00279672
-0.000347262,-0.00239279,-0.00195097
-0.00019716,-0.00124741,-0.000989792
-0.000361857,-0.00264782,-0.00134384
-0.000357471,-0.00233368,-0.00132158
-0.000195255,-0.00123261,-0.00099268
