#pos_x,#pos_y,#pos_z,#vel_x,#vel_y,#vel_z,#potential,#weight,#mass,#charge,#species,#cell_id
0.0295831,0.0109939,0.041438,315.712,167.138,-48.2326,0,50000000,6.63E-26,1.60218E-19,40Ar+,56
-0.0225408,-0.0169821,0.0224268,-492.476,181.039,-25.9727,0,50000000,6.63E-26,1.60218E-19,40Ar+,27
0.0375962,0.0255617,-0.0267994,288.466,-284.148,60.6336,0,50000000,6.63E-26,1.60218E-19,40Ar+,49
-0.0462229,0.0317353,-0.0369314,17.1086,48.8535,657.569,0,50000000,6.63E-26,1.60218E-19,40Ar+,1
0.0114559,-0.0367766,0.0434064,-231.581,256.076,-166.724,0,50000000,6.63E-26,1.60218E-19,40Ar+,48
0.00947866,-0.0418672,0.0284296,-344.828,-98.0625,21.8359,0,50000000,6.63E-26,1.60218E-19,40Ar+,48
0.0292284,0.0486033,-0.0468212,-144.612,183.018,26.2672,0,50000000,6.63E-26,1.60218E-19,40Ar+,49
-0.00720395,-0.0327415,-0.00617098,-272.136,-181.259,332.266,0,50000000,6.63E-26,1.60218E-19,40Ar+,30
-0.0246131,-0.0321066,0.0353901,-234.316,127.578,61.2418,0,50000000,6.63E-26,1.60218E-19,40Ar+,32
0.0449666,-0.0449072,-0.0200938,-460.399,19.2373,-353.558,0,50000000,6.63E-26,1.60218E-19,40Ar+,62
0.0420978,0.0181006,-0.0377011,-150.148,252.762,222.142,0,50000000,6.63E-26,1.60218E-19,40Ar+,53
-0.00734809,-0.0199747,0.0192673,381.38,-130.72,207.536,0,50000000,6.63E-26,1.60218E-19,40Ar+,27
0.0244947,-0.0118247,-0.0470147,181.954,-127.452,-164.247,0,50000000,6.63E-26,1.60218E-19,40Ar+,41
0.00456379,0.00510089,0.0396734,73.0741,12.4117,544.534,0,50000000,6.63E-26,1.60218E-19,40Ar+,40
0.018431,0.0418131,0.00752764,-448.493,257.021,75.8907,0,50000000,6.63E-26,1.60218E-19,40Ar+,35
0.033153,-0.0123223,-0.00333363,348.606,-68.6516,-332.61,0,50000000,6.63E-26,1.60218E-19,40Ar+,58
-0.0234518,-0.0123093,0.0473051,-591.041,119.37,571.332,0,50000000,6.63E-26,1.60218E-19,40Ar+,28
0.0438518,-0.0181089,0.025345,-87.3518,413.016,422.243,0,50000000,6.63E-26,1.60218E-19,40Ar+,59
0.037064,-0.0130549,-0.00690892,-503.651,-197.976,-174.664,0,50000000,6.63E-26,1.60218E-19,40Ar+,58
0.0475238,0.00403421,-0.0110615,132.372,-399.021,-611.022,0,50000000,6.63E-26,1.60218E-19,40Ar+,54
0.029184,-0.00856762,0.00185365,122.775,276.721,-122.559,0,50000000,6.63E-26,1.60218E-19,40Ar+,59
0.0265857,0.00863307,-0.0168979,86.0019,90.8705,281.377,0,50000000,6.63E-26,1.60218E-19,40Ar+,54
0.0409835,0.0153721,-0.0207807,-172.423,-229.77,234.216,0,50000000,6.63E-26,1.60218E-19,40Ar+,54
-0.00106647,-0.00658358,-0.0407471,283.206,254.505,-616,0,50000000,6.63E-26,1.60218E-19,40Ar+,25
0.0114675,-0.00753322,-0.00909329,114.141,122.407,110.714,0,50000000,6.63E-26,1.60218E-19,40Ar+,42
0.00943374,-0.00990397,0.0342355,-237.792,196.115,188.838,0,50000000,6.63E-26,1.60218E-19,40Ar+,44
-0.00781432,0.0126981,0.024631,19.2762,-302.891,256.565,0,50000000,6.63E-26,1.60218E-19,40Ar+,23
-0.0048862,0.0142271,-0.0455638,-273.375,329.749,84.3297,0,50000000,6.63E-26,1.60218E-19,40Ar+,21
0.00113341,0.0256566,-0.0224556,-135.444,-180.196,-40.5472,0,50000000,6.63E-26,1.60218E-19,40Ar+,34
-0.0144493,-0.0263476,-0.0340172,288.573,-73.4138,-40.7977,0,50000000,6.63E-26,1.60218E-19,40Ar+,29
-0.00928031,0.0372034,0.0104608,59.8343,259.109,-23.379,0,50000000,6.63E-26,1.60218E-19,40Ar+,19
-0.0232107,-0.0302751,-0.00571994,-74.7901,30.9084,137.133,0,50000000,6.63E-26,1.60218E-19,40Ar+,30
0.0331621,-0.0242128,0.0469337,133.486,-323.595,107.043,0,50000000,6.63E-26,1.60218E-19,40Ar+,60
-0.0368127,0.0398536,0.0135862,38.6832,-329.912,-196.128,0,50000000,6.63E-26,1.60218E-19,40Ar+,3
-0.00547064,0.0396135,0.0240112,-144.848,-38.7759,174.739,0,50000000,6.63E-26,1.60218E-19,40Ar+,19
0.0110946,-0.0396848,-0.029409,292.202,-230.329,-346.187,0,50000000,6.63E-26,1.60218E-19,40Ar+,45
-0.0210267,-0.0090964,-0.0375117,122.103,193.371,-249.769,0,50000000,6.63E-26,1.60218E-19,40Ar+,25
-0.00518805,-0.0445601,-0.026492,234.548,202.93,-35.1342,0,50000000,6.63E-26,1.60218E-19,40Ar+,29
-0.0398623,0.00925462,-0.0461152,293.375,186.402,-329.427,0,50000000,6.63E-26,1.60218E-19,40Ar+,5
-0.0197232,-0.0146692,0.0369542,-175.753,42.1928,195.736,0,50000000,6.63E-26,1.60218E-19,40Ar+,28
0.0184487,-0.00832466,0.0117657,15.0854,111.372,61.6484,0,50000000,6.63E-26,1.60218E-19,40Ar+,43
0.036219,-0.0119255,-0.0102702,-257.647,-54.7421,144.617,0,50000000,6.63E-26,1.60218E-19,40Ar+,58
0.00584763,-0.0134033,-0.0294847,232.422,172.848,250.491,0,50000000,6.63E-26,1.60218E-19,40Ar+,41
-9.44502E-05,-0.0345759,-0.030805,-388.64,-11.1654,-217.389,0,50000000,6.63E-26,1.60218E-19,40Ar+,45
0.0114059,0.0413869,0.0454478,474.585,-138.309,-365.058,0,50000000,6.63E-26,1.60218E-19,40Ar+,36
0.00298486,0.00710716,-0.0374011,13.6271,130.631,239.615,0,50000000,6.63E-26,1.60218E-19,40Ar+,37
-0.0434459,-0.0410889,-0.0484879,-343.787,-69.6375,144.793,0,50000000,6.63E-26,1.60218E-19,40Ar+,13
-0.0114651,0.0278331,0.0251646,-235.777,355.586,-147.223,0,50000000,6.63E-26,1.60218E-19,40Ar+,20
0.0319577,-0.0435509,-0.0160355,-305.42,223.743,-125.033,0,50000000,6.63E-26,1.60218E-19,40Ar+,62
0.0109544,0.0481098,0.0359165,-251.411,-160.044,295.18,0,50000000,6.63E-26,1.60218E-19,40Ar+,36
-0.0469105,-0.0072239,-0.0109575,289.74,-440.92,40.7977,0,50000000,6.63E-26,1.60218E-19,40Ar+,10
0.0331353,-0.0202103,-0.0279497,387.441,285.372,157.999,0,50000000,6.63E-26,1.60218E-19,40Ar+,57
-0.0485127,-0.0334214,0.0447157,-380.306,-149.438,426.059,0,50000000,6.63E-26,1.60218E-19,40Ar+,16
-6.77515E-05,-0.0248203,0.0399225,30.6405,357.87,-328.261,0,50000000,6.63E-26,1.60218E-19,40Ar+,32
0.0175187,-0.0116146,0.0367034,-177.655,58.4473,-587.395,0,50000000,6.63E-26,1.60218E-19,40Ar+,44
-0.0172183,0.0156356,-0.00662882,159.466,9.32387,-9.35283,0,50000000,6.63E-26,1.60218E-19,40Ar+,22
0.0194205,0.0489786,0.0353165,33.0745,-79.613,56.6122,0,50000000,6.63E-26,1.60218E-19,40Ar+,36
0.0454059,0.00665374,-0.0279551,293.704,204.396,240.629,0,50000000,6.63E-26,1.60218E-19,40Ar+,53
-0.000305795,0.0487064,-0.0235574,92.7965,48.7309,7.07751,0,50000000,6.63E-26,1.60218E-19,40Ar+,18
-0.043553,-0.023894,0.0321629,58.1251,-166.14,-207.147,0,50000000,6.63E-26,1.60218E-19,40Ar+,12
-0.00756889,-0.00569047,0.0353193,165.785,92.5951,227.83,0,50000000,6.63E-26,1.60218E-19,40Ar+,28
0.0137176,0.0473479,0.0245739,228.338,584.291,-12.8156,0,50000000,6.63E-26,1.60218E-19,40Ar+,35
-0.0213593,-0.0250472,0.0276428,-143.352,23.5326,-49.0057,0,50000000,6.63E-26,1.60218E-19,40Ar+,32
-0.041027,-0.0499371,-0.00905244,-158.663,-159.525,254.126,0,50000000,6.63E-26,1.60218E-19,40Ar+,14
0.0385056,0.0402385,-0.0105896,-114.68,-28.9384,-88.1403,0,50000000,6.63E-26,1.60218E-19,40Ar+,50
-0.0431365,0.0299163,0.0210972,-37.5464,152.941,-531.221,0,50000000,6.63E-26,1.60218E-19,40Ar+,3
0.0307297,-0.0405355,0.0449293,-174.726,108.544,29.233,0,50000000,6.63E-26,1.60218E-19,40Ar+,64
0.0313813,-0.0373525,-0.0175834,266.466,-348.741,-185.188,0,50000000,6.63E-26,1.60218E-19,40Ar+,62
0.0179949,0.0201282,0.00580218,-258.324,169.481,75.6115,0,50000000,6.63E-26,1.60218E-19,40Ar+,39
-0.00566525,-0.0268116,-0.0402783,-96.9867,-437.694,280.725,0,50000000,6.63E-26,1.60218E-19,40Ar+,29
0.0490184,-0.00875326,0.0475817,223.802,-287.104,-84.1468,0,50000000,6.63E-26,1.60218E-19,40Ar+,60
-0.0022548,0.0334695,0.00448028,-19.7714,-128.254,13.0612,0,50000000,6.63E-26,1.60218E-19,40Ar+,19
-0.0053787,0.016317,-0.0465333,-374.68,-287.223,-95.1765,0,50000000,6.63E-26,1.60218E-19,40Ar+,21
0.0309463,-0.011342,0.0145661,-327.789,-21.5831,207.815,0,50000000,6.63E-26,1.60218E-19,40Ar+,59
0.0311187,-0.0298571,0.0440976,9.12426,74.5547,-8.10519,0,50000000,6.63E-26,1.60218E-19,40Ar+,64
0.00584606,0.0309158,0.0189925,-321.578,-171.944,-427.81,0,50000000,6.63E-26,1.60218E-19,40Ar+,35
0.0240443,0.0201459,0.0445544,-433.905,194.7,78.1434,0,50000000,6.63E-26,1.60218E-19,40Ar+,40
0.0404166,-0.0036815,0.0409837,-73.5019,766.72,-264.824,0,50000000,6.63E-26,1.60218E-19,40Ar+,60
0.0302475,-0.00250482,-0.0347838,-275.818,14.7972,-58.1939,0,50000000,6.63E-26,1.60218E-19,40Ar+,57
-0.00109458,0.019193,-0.0246589,-470.01,279.903,104.372,0,50000000,6.63E-26,1.60218E-19,40Ar+,22
0.0320585,-0.00174217,0.00897038,-234.616,198.263,365.208,0,50000000,6.63E-26,1.60218E-19,40Ar+,59
0.0429439,0.0175837,0.0158353,306.083,-350.217,308.669,0,50000000,6.63E-26,1.60218E-19,40Ar+,55
0.0343131,0.0366893,-0.0102545,88.683,194.412,-121.371,0,50000000,6.63E-26,1.60218E-19,40Ar+,50
-0.00555898,-0.00630289,-0.0401248,46.7021,-112.454,-24.8995,0,50000000,6.63E-26,1.60218E-19,40Ar+,25
-0.00956583,0.0402051,-0.043431,-170.911,-180.163,-439.547,0,50000000,6.63E-26,1.60218E-19,40Ar+,17
0.0271827,0.0286335,0.0104345,-382.175,284.019,428.773,0,50000000,6.63E-26,1.60218E-19,40Ar+,51
-0.0117664,0.0299717,-0.0142645,-164.911,94.8865,294.543,0,50000000,6.63E-26,1.60218E-19,40Ar+,18
-0.00944845,0.0121407,-0.0329925,-421.197,-333.254,396.189,0,50000000,6.63E-26,1.60218E-19,40Ar+,21
-0.039948,0.000156167,-0.00384769,515.295,-113.981,-32.6858,0,50000000,6.63E-26,1.60218E-19,40Ar+,6
0.0183915,-0.000470449,0.000940537,-310.939,-222.667,-356.528,0,50000000,6.63E-26,1.60218E-19,40Ar+,43
-0.0344227,-0.0350594,-0.00845489,-268.868,11.6634,339.712,0,50000000,6.63E-26,1.60218E-19,40Ar+,14
-0.0238662,0.00345915,-0.00931332,16.303,-11.105,-113.219,0,50000000,6.63E-26,1.60218E-19,40Ar+,22
0.0338755,0.0343177,0.000838911,469.549,17.0688,94.9046,0,50000000,6.63E-26,1.60218E-19,40Ar+,51
0.0337829,-0.000873409,0.0393352,-29.3891,21.368,-58.88,0,50000000,6.63E-26,1.60218E-19,40Ar+,60
-0.0042385,-0.00332154,-0.0404501,-26.8492,50.5065,-279.228,0,50000000,6.63E-26,1.60218E-19,40Ar+,25
0.0125562,-0.0459109,-0.0440312,62.5045,-38.5948,-79.6147,0,50000000,6.63E-26,1.60218E-19,40Ar+,45
0.0163566,-0.0130973,-0.0314985,444.322,-61.8993,115.114,0,50000000,6.63E-26,1.60218E-19,40Ar+,41
-0.04991,-0.0146047,0.0227928,119.318,-66.9911,232.51,0,50000000,6.63E-26,1.60218E-19,40Ar+,11
-0.0268922,-0.0428106,-0.0166622,-257.494,110.479,-249.162,0,50000000,6.63E-26,1.60218E-19,40Ar+,14
-0.00816658,0.0143654,0.00751013,-174.163,406.003,186.318,0,50000000,6.63E-26,1.60218E-19,40Ar+,23
0.0276241,-0.0480615,-0.0462121,315.717,-253.872,-230.41,0,50000000,6.63E-26,1.60218E-19,40Ar+,61
-0.0144041,0.000506684,0.000580594,-8.24846,-492.882,314.028,0,50000000,6.63E-26,1.60218E-19,40Ar+,22
0.0319419,-0.042683,0.0207482,150.639,-71.1608,-35.3822,0,50000000,6.63E-26,1.60218E-19,40Ar+,63
-0.0113995,-0.0399091,0.0494417,-247.319,34.0005,-267.96,0,50000000,6.63E-26,1.60218E-19,40Ar+,32
-0.00186224,0.0490259,0.0340035,298.51,-63.8524,52.3244,0,50000000,6.63E-26,1.60218E-19,40Ar+,20
-0.0343912,-0.0345884,0.000181122,104.12,120.963,266.62,0,50000000,6.63E-26,1.60218E-19,40Ar+,14
-0.0391095,0.0303614,-0.0228689,9.71034,597.457,-407.891,0,50000000,6.63E-26,1.60218E-19,40Ar+,2
0.0338267,-0.00819947,-0.0345325,-248.099,-228.198,648.083,0,50000000,6.63E-26,1.60218E-19,40Ar+,57
-0.00670482,-0.0295221,0.0206843,-23.789,184.439,71.6884,0,50000000,6.63E-26,1.60218E-19,40Ar+,31
0.0455732,0.0493345,0.0149925,215.897,-233.934,-237.415,0,50000000,6.63E-26,1.60218E-19,40Ar+,51
-0.0264809,-0.0361641,0.0150527,58.643,307.558,123.878,0,50000000,6.63E-26,1.60218E-19,40Ar+,15
0.0248125,0.0154367,-0.0146747,-286.65,42.8589,-240.847,0,50000000,6.63E-26,1.60218E-19,40Ar+,54
0.0392221,0.0369318,0.0445527,-451.567,48.3475,-120.126,0,50000000,6.63E-26,1.60218E-19,40Ar+,52
0.0217423,0.000170129,0.00687112,113.338,-507.321,66.9214,0,50000000,6.63E-26,1.60218E-19,40Ar+,39
