g_x,g_y,g_z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-538.727,-98.63,-78.3925
-143.269,164.846,-790.616
-473.82,55.4664,877.797
-411.524,-1046.49,820.616
220.752,-23.6444,598.046
1640.39,922.911,-147.601
-1338.18,41.7881,-149.133
-253.223,-10.3959,309.615
-183.448,-393.293,-45.6552
347.176,290.285,20.6934
-324.068,440.353,462.299
597.28,750.275,-626.784
1087.23,-1837.99,625.058
-266.18,613.12,-353.367
-643.638,-64.8797,295.825
-735.149,248.389,-295.199
-512.907,364.254,1121.78
-573.794,-102.915,246.085
677.28,-772.976,582.286
-1309.99,-461.844,-1366.86
508.332,-48.4334,557.494
802.006,-842.194,-598.9
801.705,285.504,-1375.34
-1760.45,-1118.04,-1478.12
1136.23,-241.428,-1262.25
-785.84,-279.435,124.223
249.717,-288.156,-120.212
1693.08,-6619.15,-196.486
717.886,-499.832,-493.502
1013.74,-666.006,943.044
469.026,-1105.26,-23.0865
-673.223,1921.55,596.267
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
g_x,g_y,g_z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-229.44,-218.957,-68.7339
-806.105,450.861,-678.765
-307.107,-237.965,-72.1076
434.843,2419.04,1205.58
-1151.95,-580.548,1011.57
500.985,-96.8062,-1210.43
370.217,-670.931,-521.391
-759.941,-309.001,212.06
-473.755,838.819,539.475
-68.0491,199.791,-137.238
-598.338,294.236,364.2
1053.19,-2.62898,-644.947
-387.847,-37.9699,312.147
-77.6157,1119.53,45.2701
-659.909,-136.937,-577.208
-872.816,100.147,-415.412
-471.833,-164.001,-161.392
187.139,145.119,-530.75
-850.716,-1075.62,-537.378
-596.308,839.372,1436.01
-951.008,726.588,-953.42
624.174,1045.29,-507.7
1137.16,329.539,331.981
247.837,955.337,212.663
-15.7198,-289.225,972.493
213.322,1576.97,-405.083
-819.703,1441.87,492.483
1959.81,3257.73,2037.47
1555.65,829.64,654.24
-769.789,426.393,1895.32
-561.583,-274.927,2856.81
-1190.89,407.641,-184.286
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
