#pos_x,#pos_y,#pos_z,#vel_x,#vel_y,#vel_z,#potential,#weight,#mass,#charge_number,#species,#cell_id
0.232547,0.381149,0.219753,-97.8801,-70.7524,5.21471,0,1e+09,1e-26,-1.60218e-19,e-,35
-0.489416,0.36204,-0.455398,-171.713,234.05,239.955,0,1e+09,1e-26,-1.60218e-19,e-,1
-0.495564,-0.0544235,0.199575,-1255.4,-1125.15,53.5175,0,1e+09,1e-26,-1.60218e-19,e-,11
-0.308459,-0.470709,0.495785,-361.963,-187.191,-381.723,0,1e+09,1e-26,-1.60218e-19,e-,16
-0.479628,0.0796168,0.486922,1480.66,-828.176,385.25,0,1e+09,1e-26,-1.60218e-19,e-,8
-0.469979,-0.100592,-0.169933,1301.86,-1137.97,-16.8561,0,1e+09,1e-26,-1.60218e-19,e-,10
0.458737,-0.232746,0.147475,-178.386,-57.8463,-14.3551,0,1e+09,1e-26,-1.60218e-19,e-,59
0.330659,0.492961,0.0655258,40.5694,-24.2468,42.9798,0,1e+09,1e-26,-1.60218e-19,e-,51
-0.28183,-0.33734,0.188124,-1392.19,1283.71,1108.59,0,1e+09,1e-26,-1.60218e-19,e-,15
0.272588,0.0645146,-0.276412,-75.012,22.2416,75.1354,0,1e+09,1e-26,-1.60218e-19,e-,53
-0.350074,-0.415509,0.481534,-403.028,-369.87,425.002,0,1e+09,1e-26,-1.60218e-19,e-,16
0.359582,0.378161,0.415513,-118.426,-39.463,29.2864,0,1e+09,1e-26,-1.60218e-19,e-,52
-0.464174,0.410612,-0.485105,1218.24,589.839,281.329,0,1e+09,1e-26,-1.60218e-19,e-,1
-0.398636,-0.409897,0.269273,-1140.11,1223.83,707.979,0,1e+09,1e-26,-1.60218e-19,e-,16
-0.301606,-0.415822,0.229555,-1263.83,1499.74,806.162,0,1e+09,1e-26,-1.60218e-19,e-,15
0.418559,0.268431,-0.487454,106.225,3.40777,-53.6002,0,1e+09,1e-26,-1.60218e-19,e-,49
-0.481033,-0.167322,0.444526,1273.63,-929.323,521.02,0,1e+09,1e-26,-1.60218e-19,e-,12
0.387731,0.00293378,-0.103674,34.5243,5.96788,69.3074,0,1e+09,1e-26,-1.60218e-19,e-,54
