#pos_x,#pos_y,#pos_z,#vel_x,#vel_y,#vel_z,#potential,#weight,#mass,#charge_number,#species,#cell_id
0.263712,0.402244,0.216166,-84.007,-55.8332,11.0648,0,1e+09,1e-26,-1.60218e-19,e-,51
-0.448423,0.295814,-0.453544,-18.9938,113.195,-158.494,0,1e+09,1e-26,-1.60218e-19,e-,1
-0.177322,0.220918,0.197626,-325.7,-216.597,-19.3623,0,1e+09,1e-26,-1.60218e-19,e-,23
-0.21853,-0.430415,0.394611,-62.2881,23.3721,172.939,0,1e+09,1e-26,-1.60218e-19,e-,32
-0.152161,0.288122,0.406621,-253.157,-170.812,-10.746,0,1e+09,1e-26,-1.60218e-19,e-,20
-0.19989,0.167463,-0.14672,-279.33,-152.031,2.479,0,1e+09,1e-26,-1.60218e-19,e-,22
0.477044,-0.211921,0.152643,178.386,-57.8463,-14.3551,0,1e+09,1e-26,-1.60218e-19,e-,59
0.316054,0.49831,0.0500531,40.5694,24.2468,42.9798,0,1e+09,1e-26,-1.60218e-19,e-,51
0.0258984,-0.242627,-0.0430345,-250.992,-406.141,138.047,0,1e+09,1e-26,-1.60218e-19,e-,42
0.299592,0.0565076,-0.303461,-75.012,22.2416,75.1354,0,1e+09,1e-26,-1.60218e-19,e-,53
-0.273848,-0.326647,0.368695,79.1619,-48.6844,151.438,0,1e+09,1e-26,-1.60218e-19,e-,16
0.402215,0.392368,0.40497,-118.426,-39.463,29.2864,0,1e+09,1e-26,-1.60218e-19,e-,52
-0.179814,0.264894,-0.484787,-481.636,62.5295,-186.774,0,1e+09,1e-26,-1.60218e-19,e-,17
-0.121467,-0.241779,0.11697,-242.876,-361.712,77.6842,0,1e+09,1e-26,-1.60218e-19,e-,27
-0.0171849,-0.178632,0.0710819,-205.845,-366.755,85.2579,0,1e+09,1e-26,-1.60218e-19,e-,27
0.380318,0.267204,-0.468158,106.225,3.40777,-53.6002,0,1e+09,1e-26,-1.60218e-19,e-,49
-0.187779,0.0738273,0.310014,-259.486,-173.165,133.124,0,1e+09,1e-26,-1.60218e-19,e-,24
0.375302,0.000785346,-0.128624,34.5243,5.96788,69.3074,0,1e+09,1e-26,-1.60218e-19,e-,54
-0.318124,-0.295233,-0.245071,-480.835,-582.308,294.074,0,1e+09,1e-26,-1.60218e-19,e-,13
0.356272,-0.250154,0.0421338,37.6059,155.93,62.049,0,1e+09,1e-26,-1.60218e-19,e-,63
-0.151642,-0.301173,-0.239442,-532.947,-491.136,278.256,0,1e+09,1e-26,-1.60218e-19,e-,30
-0.341218,0.376799,0.293089,-158.933,42.2161,-63.844,0,1e+09,1e-26,-1.60218e-19,e-,4
0.468725,0.0478488,0.0104809,37.6941,13.918,-35.6925,0,1e+09,1e-26,-1.60218e-19,e-,55
-0.488044,0.145047,-0.153542,-268.972,-152.738,23.4602,0,1e+09,1e-26,-1.60218e-19,e-,6
-0.257067,0.310513,0.334113,-384.592,-263.478,111.293,0,1e+09,1e-26,-1.60218e-19,e-,20
0.0319896,0.0992341,0.429567,-287.387,-154.793,47.933,0,1e+09,1e-26,-1.60218e-19,e-,40
-0.489094,0.429984,0.437643,91.7433,128.773,44.2807,0,1e+09,1e-26,-1.60218e-19,e-,4
-0.0781971,0.447671,0.106676,-40.411,-285.01,-271.766,0,1e+09,1e-26,-1.60218e-19,e-,19
-0.204553,0.0330679,-0.314329,-431.588,-444.241,204.238,0,1e+09,1e-26,-1.60218e-19,e-,21
-0.272201,-0.224243,-0.0903644,-329.51,-494.89,244.339,0,1e+09,1e-26,-1.60218e-19,e-,10
-0.191872,0.0989004,-0.362236,-418.544,-148.773,68.1442,0,1e+09,1e-26,-1.60218e-19,e-,21
